wl,tulle_16,tulle_12,tulle_8,tulle_6,tulle_4,tulle_3,tulle_2,tulle_1
403.44,5.737,13.734,23.888,32.545,53.079,60.916,69.822,85.597
403.71,5.728,13.73,23.885,32.548,53.066,60.91,69.806,85.577
403.97,5.72,13.721,23.882,32.546,53.052,60.91,69.79,85.559
404.23,5.723,13.717,23.885,32.556,53.05,60.914,69.8,85.56
404.5,5.729,13.717,23.883,32.581,53.06,60.926,69.816,85.576
404.76,5.735,13.711,23.872,32.601,53.055,60.93,69.81,85.572
405.02,5.741,13.715,23.865,32.605,53.047,60.939,69.808,85.568
405.29,5.741,13.722,23.865,32.626,53.055,60.954,69.826,85.587
405.55,5.74,13.728,23.875,32.648,53.068,60.961,69.836,85.609
405.81,5.733,13.73,23.88,32.676,53.076,60.963,69.826,85.623
406.08,5.727,13.735,23.887,32.689,53.069,60.985,69.821,85.638
406.34,5.722,13.737,23.89,32.693,53.059,60.989,69.817,85.649
406.61,5.729,13.739,23.898,32.701,53.055,60.996,69.831,85.661
406.87,5.726,13.739,23.899,32.712,53.055,61,69.835,85.679
407.13,5.72,13.734,23.903,32.727,53.068,60.994,69.827,85.684
407.4,5.719,13.723,23.91,32.736,53.081,60.983,69.818,85.666
407.66,5.723,13.721,23.909,32.74,53.087,60.972,69.81,85.649
407.92,5.723,13.721,23.904,32.744,53.085,60.958,69.804,85.646
408.19,5.728,13.724,23.907,32.744,53.089,60.963,69.812,85.658
408.45,5.736,13.734,23.916,32.758,53.098,60.971,69.827,85.684
408.71,5.731,13.736,23.917,32.763,53.095,60.977,69.829,85.686
408.98,5.729,13.729,23.917,32.766,53.088,60.961,69.817,85.665
409.24,5.728,13.726,23.926,32.768,53.093,60.952,69.819,85.656
409.5,5.727,13.729,23.928,32.769,53.096,60.957,69.82,85.668
409.77,5.727,13.729,23.928,32.759,53.098,60.957,69.816,85.674
410.03,5.729,13.725,23.923,32.747,53.095,60.944,69.819,85.669
410.29,5.733,13.723,23.924,32.739,53.091,60.944,69.836,85.675
410.56,5.731,13.712,23.911,32.73,53.072,60.919,69.832,85.66
410.82,5.734,13.704,23.906,32.723,53.053,60.899,69.812,85.637
411.09,5.731,13.705,23.902,32.728,53.043,60.892,69.8,85.618
411.35,5.728,13.7,23.9,32.728,53.032,60.889,69.791,85.602
411.61,5.731,13.699,23.896,32.72,53.016,60.883,69.784,85.591
411.88,5.731,13.7,23.89,32.722,53.013,60.894,69.789,85.606
412.14,5.726,13.698,23.893,32.726,53.008,60.902,69.79,85.62
412.4,5.722,13.695,23.896,32.728,53.007,60.903,69.798,85.62
412.67,5.721,13.69,23.894,32.732,53.001,60.892,69.789,85.601
412.93,5.713,13.687,23.885,32.72,52.992,60.877,69.77,85.574
413.19,5.712,13.684,23.884,32.712,52.992,60.861,69.756,85.569
413.46,5.709,13.684,23.884,32.71,52.995,60.854,69.755,85.573
413.72,5.71,13.686,23.881,32.699,52.985,60.848,69.754,85.575
413.98,5.707,13.681,23.87,32.698,52.977,60.83,69.75,85.572
414.25,5.7,13.682,23.874,32.701,52.961,60.818,69.749,85.558
414.51,5.698,13.681,23.88,32.702,52.949,60.826,69.75,85.552
414.77,5.7,13.675,23.88,32.703,52.945,60.829,69.743,85.542
415.04,5.701,13.681,23.893,32.714,52.95,60.84,69.746,85.546
415.3,5.703,13.685,23.901,32.727,52.955,60.852,69.758,85.552
415.56,5.701,13.677,23.904,32.727,52.95,60.852,69.754,85.545
415.83,5.701,13.682,23.908,32.731,52.951,60.854,69.756,85.542
416.09,5.693,13.681,23.905,32.738,52.95,60.857,69.754,85.537
416.35,5.686,13.683,23.898,32.741,52.955,60.85,69.753,85.528
416.62,5.683,13.689,23.893,32.739,52.961,60.855,69.754,85.533
416.88,5.689,13.695,23.9,32.739,52.959,60.859,69.744,85.539
417.14,5.693,13.699,23.904,32.741,52.957,60.867,69.749,85.568
417.41,5.694,13.697,23.91,32.752,52.957,60.87,69.762,85.588
417.67,5.696,13.697,23.904,32.761,52.949,60.87,69.762,85.581
417.93,5.691,13.703,23.9,32.764,52.942,60.872,69.768,85.589
418.2,5.689,13.704,23.898,32.771,52.941,60.874,69.763,85.59
418.46,5.691,13.703,23.908,32.772,52.936,60.885,69.751,85.588
418.72,5.697,13.704,23.907,32.774,52.942,60.892,69.747,85.596
418.98,5.697,13.709,23.903,32.774,52.941,60.881,69.732,85.599
419.25,5.688,13.716,23.902,32.779,52.922,60.866,69.723,85.595
419.51,5.686,13.714,23.894,32.774,52.91,60.856,69.715,85.596
419.77,5.68,13.709,23.894,32.772,52.9,60.852,69.705,85.601
420.04,5.683,13.714,23.897,32.776,52.901,60.847,69.703,85.617
420.3,5.685,13.711,23.895,32.775,52.898,60.836,69.709,85.634
420.56,5.688,13.715,23.899,32.779,52.89,60.826,69.716,85.654
420.83,5.696,13.721,23.911,32.787,52.878,60.815,69.715,85.669
421.09,5.7,13.718,23.916,32.794,52.865,60.799,69.713,85.661
421.35,5.698,13.715,23.911,32.799,52.857,60.795,69.714,85.658
421.62,5.694,13.719,23.915,32.804,52.852,60.796,69.714,85.651
421.88,5.688,13.722,23.911,32.803,52.852,60.794,69.707,85.644
422.14,5.687,13.725,23.914,32.804,52.859,60.804,69.711,85.655
422.41,5.69,13.724,23.919,32.802,52.858,60.812,69.706,85.659
422.67,5.694,13.728,23.926,32.804,52.853,60.81,69.705,85.655
422.93,5.693,13.732,23.926,32.81,52.859,60.8,69.711,85.662
423.2,5.693,13.736,23.925,32.816,52.86,60.783,69.71,85.66
423.46,5.694,13.725,23.924,32.819,52.863,60.78,69.702,85.651
423.72,5.705,13.719,23.931,32.819,52.868,60.783,69.7,85.657
423.98,5.711,13.719,23.937,32.833,52.874,60.782,69.7,85.657
424.25,5.711,13.718,23.934,32.838,52.875,60.77,69.694,85.651
424.51,5.709,13.712,23.928,32.837,52.873,60.764,69.694,85.64
424.77,5.706,13.71,23.929,32.842,52.876,60.763,69.68,85.631
425.04,5.71,13.709,23.931,32.849,52.882,60.759,69.663,85.611
425.3,5.708,13.705,23.928,32.85,52.885,60.76,69.658,85.597
425.56,5.704,13.7,23.922,32.853,52.883,60.765,69.651,85.6
425.83,5.704,13.701,23.915,32.855,52.883,60.761,69.647,85.599
426.09,5.702,13.696,23.909,32.85,52.876,60.752,69.627,85.591
426.35,5.703,13.689,23.907,32.845,52.86,60.748,69.611,85.585
426.61,5.703,13.684,23.902,32.838,52.839,60.736,69.597,85.574
426.88,5.703,13.676,23.895,32.836,52.827,60.716,69.585,85.56
427.14,5.7,13.673,23.889,32.84,52.817,60.706,69.577,85.552
427.4,5.703,13.678,23.886,32.846,52.809,60.702,69.579,85.539
427.67,5.703,13.675,23.89,32.843,52.802,60.71,69.586,85.541
427.93,5.704,13.68,23.894,32.849,52.796,60.71,69.595,85.552
428.19,5.702,13.681,23.891,32.85,52.794,60.703,69.596,85.553
428.45,5.704,13.681,23.89,32.85,52.795,60.705,69.597,85.552
428.72,5.71,13.682,23.895,32.853,52.796,60.707,69.603,85.555
428.98,5.715,13.68,23.9,32.851,52.793,60.711,69.598,85.561
429.24,5.715,13.677,23.897,32.844,52.781,60.71,69.59,85.562
429.51,5.707,13.673,23.898,32.834,52.772,60.717,69.596,85.574
429.77,5.703,13.671,23.897,32.839,52.765,60.721,69.596,85.574
430.03,5.71,13.683,23.896,32.843,52.769,60.715,69.587,85.565
430.29,5.71,13.682,23.898,32.843,52.759,60.705,69.579,85.561
430.56,5.714,13.682,23.899,32.853,52.761,60.705,69.593,85.566
430.82,5.721,13.686,23.909,32.867,52.771,60.71,69.62,85.576
431.08,5.723,13.687,23.916,32.882,52.775,60.708,69.625,85.576
431.35,5.725,13.691,23.924,32.894,52.777,60.717,69.628,85.579
431.61,5.725,13.686,23.93,32.897,52.781,60.716,69.632,85.578
431.87,5.726,13.675,23.93,32.9,52.787,60.72,69.631,85.58
432.13,5.721,13.668,23.927,32.912,52.778,60.717,69.623,85.57
432.4,5.716,13.665,23.928,32.917,52.765,60.725,69.623,85.569
432.66,5.712,13.665,23.924,32.922,52.758,60.731,69.626,85.568
432.92,5.708,13.665,23.921,32.925,52.753,60.728,69.626,85.559
433.19,5.703,13.662,23.913,32.922,52.752,60.729,69.619,85.557
433.45,5.7,13.665,23.908,32.93,52.76,60.736,69.617,85.556
433.71,5.702,13.673,23.908,32.941,52.767,60.741,69.613,85.553
433.97,5.708,13.678,23.906,32.952,52.772,60.743,69.605,85.555
434.24,5.717,13.682,23.906,32.955,52.769,60.74,69.602,85.567
434.5,5.715,13.678,23.912,32.959,52.763,60.746,69.611,85.584
434.76,5.716,13.679,23.922,32.964,52.776,60.757,69.619,85.597
435.02,5.713,13.68,23.924,32.965,52.777,60.749,69.61,85.582
435.29,5.71,13.679,23.915,32.961,52.772,60.733,69.588,85.558
435.55,5.71,13.682,23.913,32.96,52.782,60.732,69.584,85.563
435.81,5.708,13.682,23.91,32.959,52.79,60.732,69.58,85.562
436.08,5.707,13.685,23.912,32.961,52.795,60.735,69.585,85.565
436.34,5.708,13.687,23.921,32.961,52.786,60.731,69.582,85.563
436.6,5.715,13.685,23.924,32.964,52.786,60.732,69.581,85.567
436.86,5.721,13.684,23.923,32.961,52.793,60.721,69.576,85.562
437.13,5.725,13.687,23.928,32.965,52.792,60.713,69.575,85.565
437.39,5.726,13.686,23.931,32.964,52.787,60.708,69.567,85.574
437.65,5.727,13.686,23.935,32.972,52.776,60.706,69.564,85.578
437.91,5.729,13.682,23.939,32.974,52.761,60.696,69.561,85.577
438.18,5.73,13.676,23.939,32.97,52.75,60.687,69.565,85.578
438.44,5.734,13.672,23.941,32.966,52.735,60.673,69.565,85.571
438.7,5.734,13.668,23.944,32.963,52.727,60.668,69.566,85.565
438.96,5.732,13.663,23.946,32.959,52.724,60.659,69.562,85.555
439.23,5.731,13.659,23.944,32.96,52.717,60.651,69.564,85.555
439.49,5.737,13.66,23.947,32.965,52.72,60.662,69.578,85.578
439.75,5.74,13.665,23.953,32.975,52.72,60.675,69.596,85.604
440.01,5.744,13.666,23.961,32.985,52.714,60.68,69.602,85.612
440.28,5.75,13.668,23.972,32.988,52.706,60.685,69.608,85.617
440.54,5.75,13.668,23.971,32.99,52.69,60.69,69.609,85.62
440.8,5.751,13.668,23.966,32.99,52.685,60.696,69.609,85.628
441.06,5.755,13.672,23.968,32.986,52.687,60.701,69.604,85.634
441.33,5.759,13.68,23.974,32.989,52.689,60.709,69.601,85.636
441.59,5.758,13.681,23.975,32.992,52.687,60.714,69.605,85.636
441.85,5.762,13.681,23.978,32.999,52.69,60.72,69.621,85.649
442.11,5.763,13.682,23.979,33.001,52.695,60.719,69.631,85.648
442.38,5.764,13.682,23.981,33.007,52.697,60.723,69.64,85.647
442.64,5.77,13.686,23.983,33.015,52.702,60.731,69.645,85.649
442.9,5.767,13.688,23.983,33.018,52.709,60.735,69.643,85.647
443.16,5.768,13.686,23.985,33.019,52.71,60.732,69.639,85.644
443.43,5.774,13.69,23.992,33.025,52.711,60.732,69.645,85.659
443.69,5.783,13.694,23.994,33.032,52.705,60.737,69.649,85.659
443.95,5.785,13.694,23.99,33.031,52.698,60.733,69.645,85.645
444.21,5.79,13.694,23.988,33.029,52.696,60.722,69.634,85.635
444.48,5.79,13.693,23.983,33.026,52.688,60.723,69.63,85.631
444.74,5.793,13.696,23.978,33.028,52.683,60.717,69.624,85.633
445,5.797,13.697,23.979,33.026,52.685,60.712,69.616,85.631
445.26,5.803,13.706,23.985,33.03,52.682,60.709,69.613,85.621
445.53,5.802,13.712,23.989,33.036,52.68,60.705,69.616,85.625
445.79,5.802,13.711,23.992,33.048,52.674,60.701,69.622,85.632
446.05,5.811,13.713,23.996,33.059,52.674,60.701,69.619,85.633
446.31,5.814,13.717,23.998,33.063,52.671,60.701,69.611,85.623
446.58,5.821,13.722,24.004,33.069,52.681,60.711,69.611,85.627
446.84,5.829,13.726,24.012,33.077,52.692,60.719,69.618,85.632
447.1,5.829,13.727,24.021,33.08,52.688,60.715,69.616,85.631
447.36,5.832,13.73,24.027,33.09,52.683,60.718,69.619,85.636
447.63,5.838,13.739,24.034,33.105,52.684,60.732,69.631,85.638
447.89,5.842,13.741,24.032,33.108,52.686,60.746,69.637,85.629
448.15,5.842,13.742,24.032,33.112,52.698,60.754,69.645,85.625
448.41,5.843,13.744,24.043,33.128,52.71,60.767,69.664,85.635
448.67,5.846,13.749,24.056,33.143,52.718,60.789,69.685,85.649
448.94,5.85,13.757,24.07,33.161,52.727,60.803,69.706,85.656
449.2,5.853,13.76,24.083,33.179,52.742,60.81,69.726,85.665
449.46,5.855,13.76,24.081,33.185,52.738,60.802,69.724,85.671
449.72,5.856,13.753,24.07,33.174,52.725,60.778,69.713,85.676
449.99,5.856,13.74,24.05,33.155,52.705,60.749,69.692,85.666
450.25,5.856,13.733,24.037,33.138,52.686,60.733,69.674,85.652
450.51,5.856,13.729,24.03,33.127,52.679,60.728,69.662,85.652
450.77,5.859,13.728,24.024,33.124,52.676,60.724,69.659,85.654
451.03,5.862,13.73,24.021,33.124,52.669,60.719,69.662,85.657
451.3,5.861,13.732,24.018,33.126,52.659,60.716,69.659,85.66
451.56,5.861,13.728,24.012,33.125,52.654,60.712,69.661,85.659
451.82,5.863,13.725,24.004,33.115,52.653,60.704,69.655,85.654
452.08,5.862,13.718,23.996,33.1,52.641,60.688,69.639,85.652
452.35,5.86,13.711,23.991,33.088,52.618,60.664,69.618,85.646
452.61,5.86,13.711,23.99,33.079,52.601,60.65,69.605,85.647
452.87,5.861,13.707,23.983,33.07,52.59,60.633,69.588,85.649
453.13,5.86,13.7,23.973,33.059,52.58,60.616,69.57,85.643
453.39,5.86,13.692,23.963,33.047,52.569,60.603,69.56,85.643
453.66,5.858,13.686,23.947,33.032,52.551,60.594,69.55,85.639
453.92,5.857,13.686,23.948,33.031,52.552,60.602,69.558,85.641
454.18,5.856,13.687,23.958,33.04,52.563,60.621,69.568,85.649
454.44,5.859,13.695,23.976,33.057,52.574,60.646,69.578,85.658
454.7,5.856,13.698,23.983,33.07,52.582,60.657,69.593,85.668
454.97,5.854,13.699,23.986,33.08,52.585,60.662,69.602,85.67
455.23,5.851,13.696,23.991,33.082,52.585,60.667,69.604,85.673
455.49,5.847,13.693,23.993,33.082,52.582,60.663,69.596,85.669
455.75,5.845,13.69,23.992,33.078,52.573,60.66,69.592,85.665
456.01,5.846,13.691,23.995,33.081,52.569,60.667,69.594,85.676
456.28,5.843,13.691,24,33.088,52.569,60.672,69.605,85.687
456.54,5.837,13.688,24.001,33.098,52.58,60.679,69.615,85.687
456.8,5.834,13.684,23.998,33.105,52.592,60.693,69.625,85.684
457.06,5.832,13.682,23.995,33.108,52.593,60.699,69.627,85.683
457.32,5.831,13.682,23.993,33.109,52.592,60.703,69.623,85.686
457.59,5.827,13.674,23.99,33.106,52.582,60.696,69.612,85.687
457.85,5.823,13.669,23.981,33.096,52.576,60.682,69.591,85.679
458.11,5.821,13.664,23.973,33.09,52.572,60.673,69.567,85.669
458.37,5.817,13.658,23.963,33.084,52.565,60.668,69.55,85.663
458.63,5.812,13.651,23.952,33.08,52.554,60.666,69.54,85.645
458.9,5.811,13.644,23.948,33.082,52.549,60.661,69.539,85.638
459.16,5.815,13.641,23.947,33.086,52.55,60.662,69.536,85.635
459.42,5.811,13.633,23.945,33.087,52.551,60.663,69.535,85.629
459.68,5.806,13.63,23.941,33.092,52.546,60.664,69.536,85.622
459.94,5.803,13.627,23.937,33.097,52.547,60.671,69.54,85.626
460.21,5.802,13.625,23.934,33.103,52.555,60.673,69.546,85.636
460.47,5.801,13.622,23.932,33.113,52.568,60.675,69.548,85.634
460.73,5.802,13.622,23.934,33.122,52.571,60.684,69.55,85.623
460.99,5.807,13.627,23.939,33.128,52.57,60.695,69.553,85.622
461.25,5.809,13.632,23.943,33.138,52.575,60.706,69.564,85.631
461.52,5.808,13.631,23.943,33.149,52.58,60.713,69.566,85.636
461.78,5.806,13.63,23.94,33.157,52.581,60.716,69.565,85.631
462.04,5.804,13.63,23.938,33.162,52.58,60.718,69.566,85.615
462.3,5.803,13.626,23.935,33.163,52.571,60.717,69.569,85.604
462.56,5.803,13.621,23.935,33.164,52.563,60.713,69.577,85.602
462.82,5.802,13.615,23.934,33.161,52.551,60.698,69.578,85.604
463.09,5.8,13.612,23.93,33.156,52.545,60.688,69.575,85.609
463.35,5.796,13.608,23.923,33.155,52.546,60.686,69.581,85.609
463.61,5.791,13.605,23.919,33.154,52.544,60.683,69.581,85.601
463.87,5.789,13.603,23.921,33.154,52.54,60.684,69.587,85.605
464.13,5.792,13.602,23.923,33.157,52.545,60.688,69.594,85.611
464.4,5.792,13.6,23.922,33.163,52.548,60.69,69.599,85.603
464.66,5.792,13.599,23.926,33.167,52.551,60.691,69.598,85.591
464.92,5.792,13.596,23.928,33.169,52.549,60.695,69.602,85.588
465.18,5.789,13.592,23.926,33.178,52.55,60.699,69.601,85.591
465.44,5.784,13.589,23.93,33.198,52.563,60.706,69.61,85.601
465.7,5.785,13.588,23.941,33.222,52.583,60.722,69.622,85.611
465.97,5.788,13.592,23.953,33.249,52.608,60.747,69.65,85.621
466.23,5.792,13.598,23.973,33.277,52.635,60.781,69.683,85.635
466.49,5.799,13.603,23.989,33.302,52.668,60.818,69.714,85.651
466.75,5.803,13.61,24.002,33.329,52.699,60.858,69.743,85.671
467.01,5.804,13.609,24.005,33.336,52.713,60.874,69.747,85.683
467.27,5.805,13.609,24.005,33.336,52.718,60.878,69.753,85.691
467.54,5.806,13.606,24.003,33.335,52.712,60.874,69.751,85.698
467.8,5.805,13.602,24,33.326,52.704,60.865,69.738,85.705
468.06,5.805,13.6,23.997,33.311,52.697,60.858,69.735,85.717
468.32,5.805,13.6,23.991,33.3,52.687,60.847,69.729,85.719
468.58,5.803,13.597,23.982,33.288,52.672,60.829,69.714,85.712
468.84,5.8,13.593,23.975,33.275,52.658,60.817,69.701,85.716
469.11,5.797,13.588,23.966,33.262,52.644,60.808,69.691,85.718
469.37,5.794,13.583,23.958,33.249,52.631,60.798,69.681,85.714
469.63,5.793,13.579,23.952,33.233,52.622,60.79,69.675,85.709
469.89,5.793,13.573,23.941,33.213,52.605,60.775,69.662,85.696
470.15,5.79,13.567,23.926,33.193,52.578,60.75,69.64,85.676
470.41,5.784,13.557,23.912,33.166,52.55,60.724,69.613,85.661
470.68,5.777,13.547,23.895,33.138,52.521,60.692,69.583,85.645
470.94,5.771,13.54,23.88,33.116,52.495,60.661,69.554,85.637
471.2,5.766,13.531,23.868,33.096,52.47,60.631,69.525,85.624
471.46,5.764,13.531,23.867,33.097,52.458,60.625,69.523,85.615
471.72,5.764,13.531,23.874,33.11,52.468,60.637,69.528,85.607
471.98,5.763,13.538,23.886,33.134,52.495,60.662,69.553,85.596
472.24,5.766,13.549,23.901,33.166,52.522,60.698,69.587,85.595
472.51,5.77,13.556,23.911,33.197,52.541,60.725,69.607,85.596
472.77,5.772,13.555,23.91,33.205,52.546,60.73,69.608,85.592
473.03,5.772,13.554,23.905,33.198,52.542,60.722,69.606,85.592
473.29,5.771,13.547,23.894,33.182,52.522,60.696,69.589,85.575
473.55,5.77,13.539,23.885,33.174,52.508,60.677,69.574,85.564
473.81,5.768,13.539,23.881,33.174,52.503,60.669,69.565,85.561
474.08,5.764,13.538,23.876,33.173,52.5,60.661,69.556,85.558
474.34,5.763,13.538,23.875,33.172,52.492,60.653,69.547,85.554
474.6,5.762,13.538,23.878,33.169,52.488,60.65,69.543,85.557
474.86,5.763,13.539,23.878,33.169,52.483,60.65,69.539,85.557
475.12,5.76,13.536,23.875,33.165,52.475,60.649,69.537,85.552
475.38,5.759,13.531,23.872,33.163,52.47,60.647,69.539,85.549
475.64,5.759,13.531,23.872,33.164,52.466,60.638,69.539,85.549
475.91,5.756,13.531,23.869,33.161,52.465,60.626,69.531,85.542
476.17,5.754,13.53,23.862,33.155,52.456,60.615,69.519,85.538
476.43,5.754,13.524,23.851,33.137,52.433,60.593,69.493,85.537
476.69,5.75,13.512,23.838,33.117,52.405,60.562,69.462,85.525
476.95,5.744,13.504,23.828,33.103,52.387,60.542,69.439,85.51
477.21,5.74,13.501,23.83,33.108,52.392,60.548,69.437,85.512
477.47,5.739,13.5,23.842,33.129,52.408,60.569,69.446,85.511
477.73,5.742,13.507,23.863,33.164,52.442,60.602,69.472,85.524
478,5.745,13.514,23.883,33.194,52.472,60.635,69.505,85.539
478.26,5.748,13.518,23.896,33.213,52.488,60.654,69.527,85.545
478.52,5.75,13.52,23.91,33.232,52.501,60.671,69.546,85.556
478.78,5.753,13.52,23.918,33.248,52.521,60.695,69.564,85.569
479.04,5.754,13.521,23.925,33.267,52.54,60.717,69.589,85.579
479.3,5.758,13.522,23.934,33.288,52.565,60.74,69.614,85.59
479.56,5.764,13.53,23.944,33.314,52.596,60.77,69.641,85.609
479.83,5.767,13.536,23.957,33.34,52.621,60.803,69.671,85.619
480.09,5.77,13.54,23.971,33.361,52.649,60.84,69.705,85.636
480.35,5.776,13.545,23.983,33.383,52.671,60.871,69.732,85.663
480.61,5.779,13.547,23.991,33.395,52.682,60.892,69.75,85.688
480.87,5.782,13.548,23.998,33.405,52.693,60.908,69.766,85.705
481.13,5.785,13.55,24,33.412,52.704,60.92,69.779,85.717
481.39,5.79,13.554,24.005,33.423,52.711,60.933,69.788,85.728
481.65,5.793,13.558,24.012,33.434,52.721,60.946,69.799,85.736
481.92,5.796,13.562,24.016,33.444,52.731,60.961,69.813,85.749
482.18,5.796,13.566,24.019,33.451,52.738,60.976,69.828,85.762
482.44,5.797,13.566,24.02,33.453,52.74,60.981,69.833,85.772
482.7,5.798,13.563,24.021,33.452,52.741,60.982,69.836,85.781
482.96,5.8,13.561,24.017,33.45,52.739,60.985,69.839,85.784
483.22,5.798,13.559,24.013,33.449,52.732,60.979,69.838,85.787
483.48,5.798,13.56,24.011,33.445,52.727,60.976,69.833,85.791
483.74,5.796,13.56,24.009,33.438,52.717,60.966,69.825,85.795
484,5.793,13.555,24.004,33.426,52.697,60.948,69.81,85.793
484.27,5.791,13.549,23.997,33.412,52.681,60.929,69.792,85.792
484.53,5.789,13.544,23.988,33.397,52.66,60.908,69.773,85.787
484.79,5.787,13.539,23.977,33.385,52.645,60.889,69.759,85.77
485.05,5.785,13.536,23.972,33.38,52.639,60.875,69.755,85.757
485.31,5.784,13.535,23.971,33.38,52.635,60.871,69.755,85.758
485.57,5.782,13.535,23.971,33.382,52.634,60.869,69.757,85.755
485.83,5.78,13.533,23.969,33.379,52.631,60.864,69.758,85.747
486.09,5.78,13.532,23.963,33.374,52.622,60.85,69.751,85.737
486.35,5.776,13.527,23.955,33.365,52.613,60.832,69.737,85.73
486.62,5.775,13.525,23.951,33.357,52.608,60.819,69.719,85.722
486.88,5.772,13.525,23.944,33.35,52.599,60.808,69.703,85.709
487.14,5.773,13.528,23.943,33.351,52.602,60.808,69.704,85.704
487.4,5.774,13.529,23.945,33.355,52.611,60.813,69.711,85.708
487.66,5.776,13.529,23.946,33.361,52.62,60.82,69.718,85.716
487.92,5.78,13.528,23.947,33.367,52.625,60.821,69.721,85.716
488.18,5.781,13.525,23.948,33.375,52.629,60.824,69.729,85.713
488.44,5.782,13.528,23.953,33.386,52.64,60.832,69.742,85.715
488.7,5.783,13.532,23.957,33.4,52.652,60.84,69.754,85.719
488.96,5.785,13.533,23.965,33.416,52.669,60.851,69.767,85.722
489.23,5.786,13.536,23.976,33.43,52.683,60.866,69.786,85.726
489.49,5.788,13.54,23.987,33.445,52.697,60.883,69.796,85.727
489.75,5.79,13.543,23.998,33.463,52.713,60.903,69.81,85.73
490.01,5.794,13.547,24.01,33.481,52.73,60.928,69.828,85.746
490.27,5.797,13.552,24.026,33.502,52.758,60.959,69.853,85.77
490.53,5.802,13.558,24.049,33.532,52.792,61.004,69.892,85.798
490.79,5.811,13.568,24.074,33.568,52.832,61.054,69.939,85.826
491.05,5.819,13.577,24.097,33.604,52.869,61.103,69.983,85.857
491.31,5.826,13.583,24.117,33.637,52.902,61.145,70.026,85.885
491.57,5.83,13.588,24.13,33.661,52.921,61.17,70.048,85.904
491.84,5.833,13.594,24.142,33.678,52.936,61.187,70.063,85.921
492.1,5.834,13.596,24.152,33.683,52.944,61.199,70.074,85.934
492.36,5.835,13.595,24.156,33.684,52.949,61.21,70.081,85.945
492.62,5.836,13.595,24.156,33.682,52.948,61.214,70.085,85.948
492.88,5.837,13.592,24.153,33.676,52.942,61.212,70.082,85.945
493.14,5.838,13.59,24.149,33.671,52.932,61.206,70.075,85.945
493.4,5.839,13.588,24.145,33.666,52.924,61.201,70.07,85.947
493.66,5.838,13.584,24.141,33.659,52.912,61.195,70.061,85.951
493.92,5.837,13.58,24.134,33.654,52.903,61.184,70.056,85.956
494.18,5.835,13.575,24.126,33.646,52.892,61.168,70.044,85.951
494.44,5.832,13.571,24.117,33.635,52.879,61.151,70.03,85.94
494.7,5.829,13.566,24.106,33.622,52.856,61.126,70.013,85.924
494.97,5.825,13.56,24.089,33.601,52.824,61.092,69.982,85.903
495.23,5.818,13.552,24.07,33.579,52.789,61.06,69.951,85.886
495.49,5.814,13.544,24.051,33.555,52.753,61.022,69.924,85.859
495.75,5.81,13.538,24.035,33.532,52.722,60.987,69.894,85.837
496.01,5.806,13.531,24.02,33.51,52.694,60.96,69.863,85.815
496.27,5.801,13.524,24.007,33.493,52.668,60.933,69.838,85.789
496.53,5.799,13.52,23.999,33.485,52.65,60.913,69.82,85.77
496.79,5.796,13.516,23.995,33.481,52.636,60.899,69.808,85.754
497.05,5.795,13.515,23.993,33.484,52.63,60.887,69.799,85.746
497.31,5.794,13.515,23.991,33.491,52.625,60.885,69.791,85.746
497.57,5.793,13.513,23.989,33.492,52.619,60.885,69.783,85.742
497.83,5.793,13.511,23.989,33.492,52.612,60.883,69.778,85.734
498.09,5.794,13.511,23.99,33.496,52.611,60.881,69.774,85.73
498.35,5.793,13.512,23.991,33.496,52.606,60.879,69.766,85.72
498.62,5.793,13.512,23.99,33.495,52.6,60.877,69.765,85.715
498.88,5.794,13.513,23.992,33.496,52.594,60.878,69.757,85.711
499.14,5.793,13.511,23.989,33.494,52.587,60.876,69.747,85.706
499.4,5.794,13.506,23.986,33.492,52.584,60.868,69.744,85.704
499.66,5.796,13.502,23.986,33.493,52.58,60.861,69.738,85.699
499.92,5.794,13.496,23.984,33.494,52.575,60.857,69.732,85.7
500.18,5.795,13.492,23.982,33.493,52.573,60.855,69.726,85.702
500.44,5.795,13.491,23.986,33.497,52.572,60.858,69.727,85.711
500.7,5.797,13.491,23.989,33.505,52.574,60.865,69.733,85.717
500.96,5.797,13.492,23.989,33.51,52.575,60.874,69.739,85.712
501.22,5.799,13.493,23.99,33.516,52.579,60.881,69.745,85.714
501.48,5.799,13.491,23.994,33.518,52.582,60.885,69.744,85.716
501.74,5.799,13.492,24,33.52,52.59,60.887,69.747,85.715
502,5.799,13.495,24.004,33.526,52.592,60.888,69.754,85.719
502.26,5.799,13.497,24.006,33.534,52.596,60.895,69.754,85.724
502.52,5.798,13.495,24.006,33.537,52.6,60.902,69.758,85.723
502.78,5.8,13.494,24.007,33.544,52.607,60.908,69.763,85.726
503.05,5.8,13.494,24.009,33.548,52.612,60.911,69.764,85.727
503.31,5.802,13.49,24.01,33.55,52.612,60.909,69.768,85.735
503.57,5.802,13.488,24.015,33.556,52.614,60.913,69.773,85.743
503.83,5.802,13.488,24.018,33.562,52.611,60.92,69.774,85.742
504.09,5.802,13.49,24.018,33.566,52.607,60.925,69.775,85.741
504.35,5.803,13.494,24.02,33.567,52.608,60.925,69.777,85.744
504.61,5.804,13.496,24.022,33.571,52.612,60.924,69.783,85.744
