wl,tulle_16,tulle_12,tulle_8,tulle_6,tulle_4,tulle_3,tulle_2,tulle_1
652.42,5.488,12.851,23.713,33.845,51.897,60.498,69.302,85.419
652.68,5.485,12.844,23.703,33.832,51.889,60.485,69.288,85.397
652.94,5.481,12.835,23.691,33.822,51.874,60.471,69.272,85.382
653.19,5.478,12.829,23.682,33.815,51.869,60.461,69.265,85.379
653.45,5.474,12.822,23.673,33.809,51.86,60.444,69.255,85.371
653.7,5.471,12.818,23.663,33.801,51.842,60.421,69.237,85.353
653.96,5.47,12.813,23.654,33.794,51.826,60.405,69.222,85.339
654.21,5.466,12.809,23.647,33.786,51.815,60.397,69.209,85.328
654.47,5.462,12.805,23.641,33.777,51.805,60.386,69.198,85.321
654.72,5.457,12.798,23.639,33.77,51.797,60.382,69.193,85.316
654.98,5.454,12.795,23.637,33.763,51.796,60.375,69.194,85.312
655.23,5.454,12.793,23.635,33.763,51.798,60.372,69.2,85.315
655.49,5.454,12.789,23.634,33.764,51.798,60.369,69.204,85.323
655.74,5.452,12.786,23.634,33.758,51.794,60.365,69.199,85.327
656,5.449,12.786,23.635,33.753,51.79,60.362,69.195,85.326
656.25,5.447,12.785,23.633,33.752,51.784,60.358,69.189,85.323
656.51,5.444,12.785,23.631,33.75,51.782,60.351,69.181,85.326
656.76,5.444,12.785,23.629,33.748,51.779,60.344,69.171,85.331
657.02,5.441,12.784,23.626,33.747,51.776,60.336,69.163,85.336
657.28,5.44,12.783,23.625,33.744,51.774,60.329,69.159,85.337
657.53,5.437,12.783,23.626,33.739,51.766,60.327,69.149,85.337
657.79,5.435,12.781,23.63,33.737,51.759,60.333,69.144,85.34
658.04,5.433,12.781,23.633,33.735,51.761,60.338,69.143,85.343
658.3,5.43,12.779,23.633,33.732,51.765,60.338,69.138,85.347
658.55,5.429,12.777,23.634,33.734,51.767,60.334,69.136,85.346
658.81,5.429,12.776,23.632,33.735,51.766,60.33,69.13,85.335
659.06,5.43,12.773,23.629,33.733,51.758,60.323,69.121,85.32
659.32,5.432,12.772,23.626,33.731,51.75,60.316,69.11,85.309
659.57,5.431,12.769,23.623,33.728,51.74,60.311,69.102,85.305
659.83,5.428,12.766,23.622,33.725,51.733,60.309,69.093,85.304
660.08,5.427,12.765,23.62,33.723,51.728,60.306,69.085,85.306
660.34,5.427,12.76,23.615,33.724,51.724,60.301,69.082,85.306
660.59,5.426,12.758,23.613,33.723,51.721,60.305,69.082,85.307
660.85,5.428,12.756,23.612,33.725,51.72,60.31,69.088,85.301
661.1,5.425,12.753,23.612,33.726,51.718,60.313,69.098,85.297
661.36,5.424,12.751,23.613,33.727,51.713,60.318,69.107,85.296
661.61,5.423,12.75,23.613,33.728,51.707,60.314,69.106,85.294
661.87,5.423,12.752,23.61,33.731,51.705,60.311,69.105,85.288
662.12,5.421,12.753,23.605,33.731,51.705,60.31,69.103,85.281
662.38,5.42,12.754,23.603,33.731,51.7,60.308,69.101,85.27
662.63,5.423,12.756,23.604,33.736,51.696,60.307,69.103,85.264
662.89,5.423,12.758,23.602,33.736,51.696,60.305,69.107,85.263
663.14,5.422,12.758,23.602,33.74,51.702,60.308,69.115,85.272
663.4,5.421,12.76,23.603,33.745,51.704,60.309,69.116,85.281
663.65,5.418,12.758,23.602,33.745,51.695,60.303,69.108,85.278
663.91,5.417,12.759,23.602,33.744,51.694,60.298,69.102,85.27
664.16,5.414,12.761,23.6,33.743,51.689,60.293,69.1,85.265
664.42,5.413,12.76,23.599,33.748,51.688,60.294,69.101,85.258
664.67,5.415,12.762,23.602,33.754,51.693,60.3,69.103,85.253
664.93,5.416,12.762,23.603,33.758,51.699,60.298,69.105,85.247
665.18,5.413,12.762,23.603,33.76,51.706,60.297,69.101,85.252
665.44,5.413,12.764,23.606,33.763,51.708,60.298,69.093,85.257
665.69,5.412,12.766,23.607,33.769,51.708,60.3,69.091,85.259
665.95,5.413,12.771,23.611,33.777,51.717,60.306,69.097,85.263
666.2,5.412,12.772,23.616,33.781,51.72,60.311,69.1,85.26
666.46,5.416,12.774,23.623,33.784,51.725,60.311,69.105,85.258
666.71,5.418,12.776,23.628,33.794,51.732,60.315,69.11,85.267
666.97,5.418,12.775,23.627,33.797,51.733,60.313,69.108,85.263
667.22,5.419,12.775,23.625,33.804,51.731,60.309,69.1,85.262
667.48,5.417,12.775,23.625,33.805,51.727,60.303,69.092,85.257
667.73,5.42,12.779,23.631,33.81,51.734,60.307,69.1,85.261
667.99,5.423,12.782,23.636,33.817,51.742,60.317,69.111,85.261
668.24,5.422,12.782,23.637,33.819,51.74,60.322,69.114,85.254
668.5,5.422,12.78,23.638,33.821,51.742,60.325,69.118,85.252
668.75,5.424,12.78,23.636,33.82,51.743,60.323,69.115,85.251
669.01,5.424,12.78,23.634,33.82,51.739,60.315,69.107,85.254
669.26,5.423,12.779,23.634,33.819,51.741,60.311,69.099,85.257
669.52,5.423,12.777,23.633,33.816,51.734,60.304,69.094,85.252
669.77,5.424,12.775,23.635,33.816,51.732,60.298,69.093,85.248
670.03,5.425,12.774,23.637,33.814,51.731,60.296,69.089,85.24
670.28,5.425,12.771,23.639,33.814,51.725,60.294,69.083,85.231
670.54,5.427,12.769,23.637,33.818,51.729,60.291,69.087,85.232
670.79,5.427,12.77,23.636,33.822,51.737,60.291,69.089,85.237
671.04,5.427,12.771,23.638,33.821,51.739,60.288,69.086,85.236
671.3,5.425,12.772,23.643,33.824,51.737,60.289,69.085,85.237
671.55,5.426,12.775,23.651,33.827,51.741,60.297,69.087,85.237
671.81,5.428,12.778,23.66,33.833,51.75,60.308,69.095,85.246
672.06,5.425,12.777,23.661,33.835,51.754,60.311,69.097,85.251
672.32,5.422,12.778,23.664,33.84,51.758,60.317,69.094,85.261
672.57,5.423,12.782,23.67,33.844,51.761,60.322,69.095,85.265
672.83,5.426,12.783,23.675,33.853,51.766,60.325,69.096,85.267
673.08,5.427,12.784,23.681,33.864,51.769,60.331,69.102,85.268
673.34,5.428,12.788,23.69,33.87,51.772,60.342,69.106,85.266
673.59,5.429,12.792,23.697,33.876,51.768,60.351,69.11,85.268
673.85,5.433,12.796,23.701,33.887,51.768,60.358,69.112,85.28
674.1,5.434,12.8,23.703,33.899,51.771,60.37,69.116,85.288
674.36,5.436,12.802,23.707,33.903,51.777,60.375,69.118,85.291
674.61,5.436,12.805,23.71,33.905,51.78,60.374,69.119,85.3
674.86,5.435,12.806,23.715,33.907,51.781,60.373,69.115,85.305
675.12,5.437,12.805,23.718,33.911,51.776,60.376,69.115,85.305
675.37,5.439,12.805,23.716,33.914,51.768,60.376,69.111,85.294
675.63,5.442,12.807,23.717,33.916,51.77,60.373,69.105,85.285
675.88,5.442,12.806,23.717,33.916,51.767,60.369,69.104,85.276
676.14,5.443,12.811,23.717,33.92,51.763,60.366,69.103,85.269
676.39,5.444,12.814,23.718,33.923,51.758,60.364,69.102,85.261
676.65,5.448,12.815,23.718,33.927,51.756,60.363,69.109,85.26
676.9,5.452,12.815,23.721,33.932,51.76,60.364,69.112,85.264
677.16,5.453,12.818,23.726,33.936,51.766,60.371,69.113,85.269
677.41,5.454,12.818,23.73,33.935,51.767,60.374,69.113,85.27
677.66,5.454,12.819,23.733,33.939,51.771,60.376,69.121,85.276
677.92,5.454,12.821,23.735,33.945,51.772,60.38,69.127,85.279
678.17,5.452,12.824,23.74,33.949,51.775,60.388,69.133,85.271
678.43,5.452,12.825,23.746,33.95,51.779,60.39,69.141,85.265
678.68,5.454,12.827,23.75,33.956,51.782,60.391,69.147,85.27
678.94,5.456,12.829,23.753,33.966,51.79,60.402,69.153,85.27
679.19,5.46,12.833,23.758,33.975,51.795,60.409,69.156,85.274
679.45,5.461,12.838,23.765,33.984,51.801,60.41,69.161,85.281
679.7,5.462,12.841,23.775,33.993,51.815,60.421,69.17,85.299
679.95,5.463,12.843,23.784,34,51.825,60.431,69.18,85.311
680.21,5.467,12.849,23.791,34.014,51.837,60.438,69.191,85.323
680.46,5.471,12.853,23.8,34.028,51.848,60.451,69.203,85.332
680.72,5.478,12.859,23.81,34.044,51.863,60.462,69.211,85.335
680.97,5.482,12.868,23.828,34.062,51.885,60.474,69.226,85.343
681.23,5.488,12.883,23.843,34.088,51.915,60.498,69.247,85.357
681.48,5.494,12.897,23.858,34.118,51.941,60.524,69.269,85.365
681.74,5.502,12.916,23.881,34.149,51.971,60.555,69.301,85.387
681.99,5.512,12.929,23.9,34.174,51.995,60.571,69.324,85.399
682.24,5.524,12.942,23.915,34.193,52.017,60.59,69.343,85.412
682.5,5.535,12.953,23.924,34.206,52.027,60.603,69.351,85.423
682.75,5.543,12.963,23.93,34.219,52.028,60.608,69.35,85.431
683.01,5.551,12.974,23.941,34.231,52.036,60.623,69.36,85.441
683.26,5.56,12.987,23.953,34.245,52.046,60.634,69.376,85.451
683.52,5.567,12.996,23.962,34.258,52.055,60.641,69.388,85.458
683.77,5.573,13.006,23.975,34.268,52.058,60.649,69.396,85.456
684.02,5.579,13.018,23.987,34.281,52.063,60.654,69.406,85.449
684.28,5.586,13.029,23.999,34.3,52.074,60.666,69.42,85.457
684.53,5.592,13.039,24.008,34.313,52.082,60.675,69.427,85.463
684.79,5.596,13.046,24.016,34.321,52.084,60.68,69.429,85.46
685.04,5.6,13.054,24.025,34.329,52.089,60.688,69.438,85.462
685.3,5.607,13.061,24.032,34.337,52.094,60.695,69.444,85.466
685.55,5.613,13.065,24.035,34.34,52.095,60.697,69.441,85.463
685.8,5.62,13.068,24.037,34.338,52.089,60.688,69.436,85.456
686.06,5.625,13.072,24.038,34.341,52.087,60.681,69.429,85.442
686.31,5.629,13.08,24.044,34.349,52.092,60.691,69.43,85.438
686.57,5.635,13.089,24.055,34.365,52.103,60.696,69.435,85.434
686.82,5.64,13.103,24.074,34.389,52.124,60.708,69.45,85.432
687.07,5.65,13.123,24.095,34.415,52.151,60.734,69.477,85.438
687.33,5.66,13.14,24.119,34.442,52.177,60.754,69.496,85.439
687.58,5.667,13.151,24.139,34.463,52.198,60.773,69.51,85.438
687.84,5.674,13.165,24.158,34.482,52.215,60.801,69.528,85.439
688.09,5.684,13.181,24.171,34.503,52.233,60.818,69.542,85.446
688.35,5.693,13.193,24.182,34.519,52.245,60.827,69.551,85.453
688.6,5.7,13.201,24.193,34.533,52.253,60.837,69.561,85.458
688.85,5.71,13.212,24.207,34.546,52.258,60.849,69.57,85.461
689.11,5.716,13.219,24.217,34.554,52.262,60.853,69.571,85.464
689.36,5.72,13.225,24.223,34.558,52.26,60.849,69.569,85.461
689.62,5.722,13.23,24.226,34.564,52.258,60.847,69.565,85.457
689.87,5.723,13.234,24.233,34.568,52.254,60.844,69.563,85.453
690.12,5.723,13.24,24.236,34.568,52.249,60.843,69.565,85.456
690.38,5.725,13.243,24.237,34.569,52.242,60.838,69.564,85.462
690.63,5.729,13.246,24.238,34.57,52.234,60.83,69.557,85.458
690.89,5.73,13.245,24.238,34.565,52.225,60.819,69.548,85.452
691.14,5.729,13.241,24.238,34.557,52.215,60.804,69.537,85.447
691.39,5.725,13.232,24.233,34.544,52.2,60.786,69.517,85.438
691.65,5.719,13.222,24.223,34.527,52.182,60.766,69.495,85.428
691.9,5.715,13.217,24.216,34.516,52.165,60.746,69.48,85.427
692.16,5.71,13.21,24.208,34.504,52.145,60.722,69.463,85.421
692.41,5.705,13.198,24.198,34.491,52.127,60.704,69.446,85.411
692.66,5.701,13.19,24.191,34.48,52.116,60.691,69.433,85.4
692.92,5.697,13.185,24.186,34.468,52.104,60.676,69.417,85.387
693.17,5.692,13.176,24.18,34.46,52.098,60.667,69.404,85.38
693.43,5.691,13.175,24.18,34.461,52.101,60.663,69.4,85.372
693.68,5.691,13.174,24.181,34.46,52.104,60.664,69.394,85.37
693.93,5.69,13.174,24.181,34.454,52.099,60.659,69.386,85.365
694.19,5.689,13.168,24.179,34.451,52.089,60.647,69.38,85.362
694.44,5.691,13.163,24.183,34.454,52.09,60.636,69.369,85.359
694.7,5.691,13.16,24.185,34.45,52.09,60.627,69.361,85.346
694.95,5.687,13.16,24.186,34.448,52.09,60.627,69.364,85.347
695.2,5.683,13.16,24.185,34.449,52.088,60.63,69.367,85.348
695.46,5.681,13.159,24.183,34.449,52.089,60.633,69.369,85.35
695.71,5.681,13.159,24.185,34.456,52.095,60.631,69.375,85.351
695.96,5.684,13.163,24.189,34.462,52.101,60.635,69.376,85.353
696.22,5.685,13.165,24.196,34.471,52.104,60.639,69.371,85.347
696.47,5.689,13.167,24.205,34.482,52.112,60.644,69.372,85.354
696.73,5.69,13.171,24.216,34.497,52.127,60.654,69.38,85.368
696.98,5.693,13.178,24.228,34.509,52.133,60.668,69.387,85.385
697.23,5.698,13.184,24.237,34.522,52.14,60.678,69.395,85.394
697.49,5.701,13.187,24.239,34.528,52.144,60.678,69.396,85.394
697.74,5.703,13.186,24.242,34.531,52.146,60.68,69.395,85.401
697.99,5.705,13.187,24.251,34.541,52.154,60.688,69.402,85.415
698.25,5.71,13.189,24.255,34.551,52.161,60.696,69.411,85.423
698.5,5.711,13.196,24.261,34.558,52.168,60.704,69.41,85.423
698.76,5.71,13.204,24.268,34.563,52.169,60.715,69.409,85.423
699.01,5.71,13.207,24.272,34.568,52.175,60.727,69.409,85.432
699.26,5.711,13.206,24.274,34.568,52.179,60.726,69.401,85.428
699.52,5.714,13.205,24.279,34.571,52.178,60.728,69.397,85.434
699.77,5.717,13.206,24.282,34.572,52.173,60.728,69.394,85.434
700.02,5.721,13.208,24.285,34.577,52.169,60.728,69.388,85.43
700.28,5.725,13.209,24.287,34.586,52.166,60.731,69.395,85.434
700.53,5.726,13.209,24.281,34.588,52.165,60.73,69.407,85.436
700.79,5.727,13.211,24.276,34.586,52.164,60.73,69.411,85.432
701.04,5.73,13.209,24.273,34.585,52.161,60.73,69.412,85.427
701.29,5.732,13.206,24.265,34.584,52.162,60.725,69.415,85.419
701.55,5.73,13.203,24.259,34.579,52.157,60.715,69.406,85.414
701.8,5.731,13.202,24.259,34.574,52.15,60.708,69.399,85.406
702.05,5.731,13.203,24.256,34.572,52.146,60.711,69.4,85.403
702.31,5.732,13.201,24.247,34.571,52.144,60.706,69.393,85.396
702.56,5.731,13.2,24.242,34.566,52.15,60.703,69.389,85.389
702.81,5.731,13.2,24.237,34.569,52.155,60.702,69.397,85.389
703.07,5.733,13.2,24.236,34.574,52.155,60.705,69.41,85.389
703.32,5.732,13.201,24.24,34.579,52.151,60.709,69.418,85.395
703.58,5.734,13.201,24.241,34.587,52.155,60.713,69.427,85.402
703.83,5.734,13.203,24.239,34.593,52.158,60.709,69.422,85.395
704.08,5.734,13.206,24.237,34.597,52.159,60.704,69.418,85.395
704.34,5.733,13.204,24.237,34.594,52.161,60.707,69.42,85.398
704.59,5.73,13.201,24.238,34.59,52.161,60.705,69.416,85.391
704.84,5.73,13.204,24.247,34.597,52.162,60.71,69.407,85.388
705.1,5.73,13.206,24.254,34.605,52.168,60.72,69.402,85.386
705.35,5.731,13.211,24.256,34.61,52.171,60.719,69.4,85.374
705.6,5.734,13.215,24.261,34.617,52.177,60.721,69.4,85.372
705.86,5.738,13.221,24.267,34.631,52.187,60.733,69.411,85.37
706.11,5.739,13.226,24.274,34.646,52.199,60.744,69.425,85.379
706.36,5.744,13.232,24.284,34.66,52.209,60.75,69.431,85.381
706.62,5.746,13.239,24.299,34.668,52.212,60.757,69.435,85.389
706.87,5.75,13.247,24.312,34.68,52.214,60.77,69.439,85.394
707.12,5.755,13.254,24.324,34.693,52.222,60.785,69.446,85.399
707.38,5.76,13.261,24.331,34.706,52.237,60.797,69.451,85.407
707.63,5.771,13.27,24.34,34.718,52.252,60.801,69.455,85.408
707.88,5.781,13.28,24.353,34.73,52.26,60.806,69.46,85.404
708.14,5.792,13.29,24.366,34.743,52.273,60.822,69.473,85.402
708.39,5.804,13.301,24.383,34.763,52.294,60.839,69.493,85.408
708.64,5.812,13.316,24.398,34.787,52.312,60.848,69.499,85.415
708.9,5.822,13.335,24.416,34.811,52.331,60.864,69.509,85.423
709.15,5.831,13.349,24.429,34.824,52.346,60.874,69.525,85.435
709.4,5.84,13.363,24.445,34.846,52.367,60.886,69.545,85.451
709.66,5.85,13.38,24.464,34.865,52.384,60.905,69.56,85.466
709.91,5.858,13.4,24.486,34.888,52.405,60.932,69.576,85.482
710.16,5.867,13.418,24.506,34.912,52.427,60.961,69.595,85.495
710.42,5.882,13.438,24.525,34.94,52.452,60.991,69.62,85.509
710.67,5.896,13.46,24.546,34.967,52.481,61.016,69.646,85.524
710.92,5.911,13.48,24.569,34.996,52.509,61.045,69.675,85.536
711.18,5.925,13.498,24.591,35.025,52.528,61.069,69.701,85.556
711.43,5.939,13.516,24.61,35.048,52.543,61.094,69.725,85.579
711.68,5.95,13.531,24.628,35.069,52.558,61.109,69.743,85.588
711.94,5.957,13.542,24.643,35.085,52.567,61.123,69.751,85.584
712.19,5.963,13.554,24.654,35.09,52.568,61.135,69.755,85.587
712.44,5.965,13.564,24.66,35.098,52.571,61.142,69.765,85.598
712.7,5.967,13.569,24.668,35.104,52.571,61.148,69.769,85.603
712.95,5.97,13.573,24.674,35.101,52.564,61.149,69.768,85.6
713.2,5.972,13.572,24.671,35.094,52.552,61.141,69.757,85.595
713.46,5.977,13.574,24.669,35.09,52.546,61.138,69.747,85.59
713.71,5.982,13.575,24.666,35.081,52.538,61.135,69.739,85.586
713.96,5.981,13.572,24.662,35.077,52.53,61.126,69.738,85.585
714.22,5.98,13.564,24.656,35.065,52.514,61.113,69.731,85.577
714.47,5.978,13.555,24.648,35.048,52.498,61.094,69.719,85.572
714.72,5.975,13.546,24.639,35.031,52.479,61.071,69.699,85.565
714.98,5.968,13.534,24.626,35.01,52.456,61.052,69.678,85.56
715.23,5.959,13.52,24.606,34.984,52.432,61.028,69.649,85.545
715.48,5.948,13.505,24.588,34.96,52.41,61.003,69.623,85.525
715.73,5.939,13.489,24.572,34.936,52.389,60.975,69.595,85.501
715.99,5.928,13.472,24.554,34.916,52.362,60.948,69.569,85.486
716.24,5.92,13.456,24.535,34.896,52.341,60.924,69.547,85.485
716.49,5.914,13.44,24.523,34.885,52.335,60.901,69.539,85.483
716.75,5.909,13.427,24.515,34.872,52.324,60.882,69.524,85.475
717,5.903,13.413,24.501,34.854,52.315,60.867,69.508,85.468
717.25,5.897,13.398,24.489,34.848,52.312,60.861,69.504,85.471
717.51,5.891,13.387,24.483,34.842,52.31,60.858,69.51,85.479
717.76,5.882,13.375,24.472,34.838,52.306,60.851,69.51,85.478
718.01,5.872,13.362,24.462,34.83,52.294,60.833,69.496,85.463
718.27,5.866,13.352,24.454,34.82,52.289,60.82,69.476,85.449
718.52,5.861,13.341,24.443,34.815,52.285,60.81,69.465,85.442
718.77,5.854,13.33,24.434,34.808,52.273,60.802,69.457,85.432
719.02,5.844,13.321,24.425,34.799,52.262,60.797,69.453,85.42
719.28,5.837,13.31,24.414,34.795,52.251,60.786,69.447,85.408
719.53,5.836,13.3,24.408,34.797,52.245,60.78,69.449,85.41
719.78,5.832,13.292,24.4,34.795,52.238,60.776,69.447,85.413
720.04,5.823,13.284,24.391,34.788,52.234,60.777,69.446,85.418
720.29,5.816,13.281,24.382,34.783,52.234,60.782,69.444,85.419
720.54,5.812,13.277,24.375,34.783,52.237,60.785,69.446,85.416
720.79,5.808,13.273,24.369,34.786,52.235,60.792,69.444,85.416
721.05,5.807,13.268,24.368,34.789,52.234,60.794,69.438,85.423
721.3,5.805,13.267,24.366,34.792,52.234,60.795,69.438,85.426
721.55,5.803,13.265,24.364,34.791,52.227,60.792,69.441,85.418
721.81,5.801,13.262,24.36,34.797,52.224,60.788,69.436,85.406
722.06,5.803,13.26,24.361,34.798,52.22,60.786,69.435,85.405
722.31,5.803,13.259,24.362,34.801,52.222,60.791,69.437,85.412
722.56,5.799,13.258,24.362,34.8,52.218,60.797,69.437,85.42
722.82,5.798,13.256,24.367,34.797,52.218,60.798,69.435,85.425
723.07,5.799,13.255,24.366,34.796,52.224,60.804,69.436,85.432
723.32,5.799,13.251,24.367,34.799,52.225,60.804,69.432,85.431
723.58,5.799,13.252,24.375,34.804,52.234,60.806,69.427,85.432
723.83,5.794,13.258,24.381,34.811,52.242,60.814,69.425,85.427
724.08,5.794,13.262,24.39,34.822,52.252,60.828,69.434,85.436
724.33,5.799,13.261,24.396,34.831,52.255,60.83,69.434,85.432
724.59,5.802,13.26,24.404,34.834,52.262,60.827,69.441,85.428
724.84,5.803,13.263,24.412,34.84,52.265,60.829,69.447,85.431
725.09,5.803,13.263,24.417,34.845,52.264,60.828,69.448,85.432
725.35,5.804,13.266,24.42,34.848,52.265,60.832,69.462,85.432
725.6,5.808,13.271,24.424,34.85,52.267,60.835,69.465,85.429
725.85,5.815,13.279,24.432,34.855,52.28,60.842,69.464,85.425
726.1,5.821,13.284,24.441,34.861,52.294,60.852,69.465,85.423
726.36,5.824,13.292,24.45,34.874,52.309,60.859,69.473,85.425
726.61,5.828,13.3,24.46,34.889,52.32,60.876,69.491,85.436
726.86,5.836,13.31,24.475,34.907,52.341,60.899,69.517,85.453
727.11,5.844,13.323,24.489,34.93,52.355,60.917,69.542,85.466
727.37,5.851,13.334,24.506,34.951,52.37,60.928,69.559,85.474
727.62,5.857,13.344,24.522,34.969,52.388,60.941,69.576,85.488
727.87,5.862,13.351,24.529,34.976,52.392,60.94,69.589,85.487
728.13,5.866,13.356,24.535,34.973,52.391,60.93,69.597,85.482
728.38,5.872,13.364,24.54,34.971,52.391,60.916,69.599,85.473
728.63,5.875,13.371,24.547,34.972,52.393,60.909,69.6,85.471
728.88,5.879,13.38,24.555,34.976,52.398,60.912,69.604,85.475
729.14,5.884,13.388,24.557,34.977,52.403,60.918,69.605,85.474
729.39,5.887,13.399,24.556,34.977,52.411,60.923,69.603,85.471
729.64,5.885,13.403,24.558,34.979,52.415,60.928,69.599,85.474
729.89,5.887,13.408,24.563,34.985,52.419,60.94,69.606,85.48
730.15,5.883,13.41,24.568,34.994,52.424,60.955,69.616,85.492
730.4,5.882,13.414,24.575,35.003,52.434,60.967,69.63,85.5
730.65,5.883,13.421,24.586,35.01,52.445,60.986,69.64,85.515
730.9,5.886,13.429,24.59,35.015,52.454,60.995,69.644,85.515
731.16,5.891,13.434,24.59,35.017,52.451,60.999,69.645,85.506
731.41,5.893,13.434,24.59,35.016,52.449,60.998,69.64,85.499
731.66,5.893,13.435,24.584,35.007,52.438,60.995,69.633,85.489
731.91,5.893,13.438,24.576,34.997,52.426,60.99,69.627,85.484
732.17,5.894,13.437,24.577,34.994,52.423,60.996,69.624,85.493
732.42,5.895,13.436,24.58,34.996,52.423,61.003,69.624,85.498
732.67,5.894,13.435,24.581,35.001,52.429,61.012,69.621,85.505
732.92,5.895,13.436,24.582,34.998,52.43,61.018,69.623,85.505
733.18,5.892,13.432,24.579,34.988,52.414,61.011,69.617,85.498
733.43,5.89,13.425,24.577,34.98,52.397,60.995,69.61,85.497
733.68,5.892,13.418,24.577,34.97,52.383,60.98,69.608,85.499
733.93,5.892,13.41,24.568,34.957,52.364,60.959,69.59,85.489
734.19,5.887,13.401,24.554,34.942,52.348,60.933,69.571,85.478
734.44,5.885,13.392,24.541,34.921,52.329,60.908,69.553,85.467
734.69,5.88,13.385,24.528,34.896,52.304,60.889,69.539,85.468
734.94,5.874,13.369,24.51,34.873,52.284,60.866,69.528,85.458
735.2,5.866,13.353,24.495,34.852,52.264,60.841,69.515,85.443
735.45,5.853,13.338,24.48,34.833,52.249,60.815,69.498,85.431
735.7,5.841,13.322,24.462,34.814,52.236,60.792,69.475,85.423
735.95,5.831,13.309,24.451,34.804,52.235,60.779,69.461,85.422
736.2,5.826,13.299,24.442,34.799,52.236,60.774,69.457,85.417
736.46,5.82,13.292,24.429,34.794,52.23,60.768,69.451,85.407
736.71,5.814,13.281,24.409,34.789,52.222,60.763,69.446,85.406
736.96,5.81,13.272,24.395,34.782,52.206,60.758,69.444,85.399
737.21,5.802,13.261,24.387,34.784,52.201,60.751,69.438,85.396
737.47,5.798,13.252,24.381,34.789,52.206,60.754,69.437,85.39
737.72,5.793,13.247,24.38,34.798,52.221,60.762,69.446,85.385
737.97,5.789,13.249,24.387,34.818,52.243,60.784,69.459,85.386
738.22,5.791,13.255,24.394,34.84,52.27,60.815,69.484,85.385
738.48,5.794,13.263,24.41,34.866,52.286,60.843,69.507,85.392
738.73,5.797,13.27,24.424,34.892,52.304,60.866,69.521,85.406
738.98,5.803,13.277,24.434,34.916,52.318,60.87,69.525,85.412
739.23,5.807,13.29,24.443,34.935,52.323,60.872,69.527,85.407
739.48,5.814,13.297,24.457,34.951,52.33,60.885,69.537,85.416
739.74,5.822,13.302,24.464,34.958,52.332,60.887,69.536,85.425
739.99,5.826,13.31,24.476,34.968,52.335,60.893,69.544,85.429
740.24,5.831,13.316,24.49,34.981,52.332,60.897,69.553,85.436
740.49,5.832,13.317,24.499,34.986,52.321,60.896,69.551,85.435
740.75,5.832,13.32,24.502,34.986,52.324,60.894,69.55,85.443
741,5.833,13.324,24.511,34.984,52.327,60.889,69.551,85.444
741.25,5.834,13.325,24.517,34.981,52.333,60.883,69.548,85.448
741.5,5.837,13.324,24.516,34.978,52.333,60.875,69.544,85.456
741.75,5.837,13.324,24.512,34.976,52.333,60.869,69.542,85.471
742.01,5.835,13.32,24.504,34.966,52.321,60.865,69.533,85.479
742.26,5.829,13.309,24.488,34.955,52.299,60.85,69.515,85.473
742.51,5.822,13.301,24.48,34.945,52.279,60.828,69.494,85.468
742.76,5.814,13.292,24.468,34.925,52.267,60.802,69.478,85.46
743.01,5.806,13.279,24.453,34.907,52.248,60.777,69.466,85.449
743.27,5.798,13.262,24.438,34.891,52.224,60.764,69.456,85.439
743.52,5.789,13.242,24.419,34.872,52.205,60.755,69.443,85.434
743.77,5.779,13.227,24.4,34.856,52.193,60.744,69.423,85.43
744.02,5.771,13.215,24.387,34.844,52.182,60.737,69.413,85.421
744.27,5.764,13.202,24.372,34.834,52.174,60.726,69.408,85.411
744.53,5.757,13.194,24.349,34.824,52.165,60.715,69.393,85.403
744.78,5.752,13.179,24.335,34.818,52.159,60.709,69.388,85.411
745.03,5.743,13.166,24.324,34.815,52.148,60.706,69.383,85.406
745.28,5.733,13.15,24.307,34.805,52.133,60.694,69.37,85.404
745.53,5.725,13.136,24.292,34.795,52.116,60.684,69.356,85.389
745.79,5.717,13.126,24.284,34.787,52.106,60.674,69.34,85.374
746.04,5.711,13.116,24.278,34.774,52.09,60.665,69.331,85.361
746.29,5.705,13.107,24.273,34.766,52.081,60.653,69.323,85.349
746.54,5.698,13.099,24.266,34.755,52.084,60.642,69.325,85.348
746.79,5.692,13.086,24.258,34.741,52.083,60.641,69.326,85.349
747.05,5.687,13.076,24.25,34.738,52.089,60.655,69.328,85.351
747.3,5.682,13.07,24.244,34.736,52.101,60.668,69.333,85.357
747.55,5.676,13.066,24.239,34.736,52.12,60.678,69.344,85.356
747.8,5.675,13.067,24.244,34.749,52.139,60.678,69.348,85.367
748.05,5.671,13.066,24.248,34.762,52.145,60.675,69.355,85.371
748.31,5.67,13.068,24.253,34.777,52.161,60.688,69.368,85.376
748.56,5.668,13.069,24.254,34.784,52.172,60.702,69.375,85.377
748.81,5.67,13.068,24.26,34.784,52.18,60.711,69.39,85.378
749.06,5.67,13.075,24.259,34.783,52.181,60.715,69.401,85.379
749.31,5.673,13.078,24.261,34.778,52.182,60.715,69.406,85.38
749.56,5.677,13.085,24.269,34.787,52.19,60.729,69.412,85.382
749.82,5.678,13.084,24.269,34.79,52.187,60.727,69.419,85.381
750.07,5.676,13.085,24.261,34.788,52.179,60.735,69.428,85.373
750.32,5.68,13.086,24.261,34.794,52.188,60.739,69.43,85.373
