wl,white_fabric
787.82,76.611
788.13,76.671
788.44,76.672
788.75,76.661
789.06,76.636
789.38,76.641
789.69,76.654
790,76.637
790.31,76.692
790.62,76.72
790.93,76.735
791.24,76.716
791.55,76.711
791.87,76.691
792.18,76.687
792.49,76.722
792.8,76.742
793.11,76.673
793.42,76.683
793.73,76.746
794.04,76.779
794.35,76.822
794.66,76.839
794.97,76.891
795.28,76.935
795.59,76.877
795.9,76.897
796.21,76.876
796.52,76.857
796.83,76.884
797.14,76.925
797.45,76.871
797.76,76.855
798.07,76.835
798.38,76.815
798.69,76.759
799,76.693
799.31,76.627
799.62,76.622
799.93,76.559
800.24,76.502
800.55,76.436
800.86,76.448
801.17,76.381
801.48,76.425
801.79,76.399
802.1,76.344
802.41,76.275
802.72,76.313
803.03,76.301
803.34,76.274
803.65,76.331
803.95,76.373
804.26,76.342
804.57,76.467
804.88,76.475
805.19,76.562
805.5,76.593
805.81,76.693
806.12,76.706
806.42,76.726
806.73,76.736
807.04,76.722
807.35,76.735
807.66,76.766
807.97,76.739
808.28,76.774
808.58,76.738
808.89,76.752
809.2,76.697
809.51,76.748
809.82,76.691
810.12,76.669
810.43,76.618
810.74,76.559
811.05,76.501
811.36,76.436
811.66,76.406
811.97,76.325
812.28,76.371
812.59,76.405
812.89,76.362
813.2,76.416
813.51,76.393
813.82,76.443
814.12,76.369
814.43,76.386
814.74,76.359
815.05,76.392
815.35,76.437
815.66,76.449
815.97,76.449
816.27,76.405
816.58,76.402
816.89,76.342
817.2,76.292
817.5,76.251
817.81,76.351
818.12,76.479
818.42,76.601
818.73,76.648
819.04,76.649
819.34,76.775
819.65,76.853
819.95,76.881
820.26,76.918
820.57,76.963
820.87,77.034
821.18,77.086
821.49,77.081
821.79,77.084
822.1,77.088
822.4,77.082
822.71,77.064
823.02,77.044
823.32,77.031
823.63,76.998
823.93,76.982
824.24,76.976
824.54,76.96
824.85,76.941
825.16,76.93
825.46,76.898
825.77,76.863
826.07,76.797
826.38,76.74
826.68,76.72
826.99,76.691
827.29,76.669
827.6,76.649
827.9,76.66
828.21,76.632
828.51,76.606
828.82,76.591
829.12,76.585
829.43,76.568
829.73,76.527
830.04,76.521
830.34,76.507
830.65,76.527
830.95,76.532
831.26,76.591
831.56,76.587
831.87,76.544
832.17,76.568
832.47,76.543
832.78,76.602
833.08,76.634
833.39,76.652
833.69,76.688
833.99,76.75
834.3,76.767
834.6,76.801
834.91,76.813
835.21,76.771
835.51,76.773
835.82,76.749
836.12,76.714
836.43,76.623
836.73,76.604
837.03,76.593
837.34,76.521
837.64,76.51
837.94,76.457
838.25,76.453
838.55,76.472
838.85,76.397
839.16,76.33
839.46,76.345
839.76,76.303
840.07,76.3
840.37,76.366
840.67,76.34
840.97,76.374
841.28,76.397
841.58,76.434
841.88,76.403
842.19,76.432
842.49,76.404
842.79,76.374
843.09,76.298
843.4,76.134
843.7,76.068
844,76.052
844.3,76.042
844.61,75.901
844.91,75.823
845.21,75.806
845.51,75.576
845.81,75.477
846.12,75.245
846.42,75.164
846.72,75.097
847.02,74.99
847.32,74.883
847.62,74.871
847.93,74.928
848.23,74.867
848.53,74.835
848.83,74.759
849.13,74.704
849.43,74.712
849.74,74.654
850.04,74.652
850.34,74.546
850.64,74.768
850.94,74.801
851.24,74.779
851.54,74.547
851.84,74.394
852.14,74.535
852.45,74.408
852.75,74.357
853.05,74.212
853.35,74.258
853.65,74.222
853.95,74.229
854.25,74.175
854.55,74.074
854.85,74.1
855.15,73.895
855.45,73.894
855.75,73.733
856.05,73.778
856.35,73.869
856.65,74.038
856.95,74.006
857.25,73.815
857.55,73.866
857.85,73.953
858.15,74.095
858.45,74.201
858.75,74.239
859.05,74.304
859.35,74.258
859.65,74.197
859.95,74.232
860.25,74.406
860.55,74.472
860.85,74.534
861.15,74.427
861.45,74.447
861.75,74.423
862.05,74.581
862.35,74.803
862.65,74.957
862.95,75.086
863.24,74.985
863.54,75.048
863.84,75.055
864.14,75.033
864.44,75.112
864.74,75.165
865.04,75.234
865.34,75.289
865.63,75.251
865.93,75.118
866.23,75.121
866.53,75.06
866.83,75.106
867.13,74.957
867.43,74.74
867.72,74.77
868.02,74.645
868.32,74.708
868.62,74.642
868.92,74.723
869.21,74.714
869.51,74.793
869.81,74.851
870.11,74.756
870.41,74.761
870.7,74.825
871,74.947
871.3,75.038
871.6,75.247
871.89,75.282
872.19,75.305
872.49,75.337
872.79,75.265
873.08,75.334
873.38,75.436
873.68,75.361
873.97,75.257
874.27,75.211
874.57,75.113
874.87,75.09
875.16,75.111
875.46,75.153
875.76,75.056
876.05,74.253
876.35,73.827
876.65,74.323
876.94,73.966
877.24,75.007
877.54,74.637
877.83,76.117
878.13,74.444
