wl,floor_5,floor_4,floor_3,floor_2,floor_1
392.91,75.944,75.949,75.16,75.163,75.47
393.27,76.267,76.255,75.405,75.505,75.788
393.64,76.537,76.626,75.708,75.785,76.027
394.01,76.894,77.022,76.102,76.055,76.335
394.37,77.12,77.278,76.384,76.29,76.653
394.74,77.457,77.548,76.754,76.61,76.933
395.1,77.772,77.881,77.107,76.933,77.195
395.47,78.128,78.264,77.485,77.267,77.558
395.84,78.622,78.576,77.887,77.678,77.858
396.2,78.984,78.889,78.211,78.003,78.168
396.57,79.44,79.288,78.674,78.354,78.569
396.93,79.856,79.67,79.004,78.735,78.964
397.3,80.222,80.039,79.34,79.044,79.336
397.66,80.617,80.434,79.624,79.401,79.679
398.03,81.117,80.838,80.006,79.797,80.066
398.4,81.511,81.24,80.403,80.181,80.444
398.76,81.979,81.651,80.846,80.582,80.858
399.13,82.399,82.097,81.276,81.001,81.265
399.49,82.827,82.57,81.681,81.378,81.713
399.86,83.37,83.015,82.085,81.799,82.205
400.22,83.773,83.431,82.433,82.193,82.614
400.59,84.23,83.838,82.924,82.644,83.132
400.95,84.662,84.284,83.361,83.072,83.566
401.32,85.124,84.731,83.838,83.549,83.954
401.68,85.597,85.162,84.243,83.99,84.455
402.05,86.106,85.68,84.695,84.428,84.963
402.42,86.532,86.181,85.182,84.936,85.436
402.78,86.929,86.591,85.634,85.365,85.827
403.15,87.473,87.081,86.12,85.869,86.366
403.51,87.958,87.622,86.662,86.375,86.812
403.88,88.474,88.161,87.2,86.937,87.391
404.24,88.915,88.589,87.649,87.354,87.924
404.61,89.331,89.039,88.13,87.817,88.339
404.97,89.691,89.471,88.569,88.216,88.821
405.34,90.149,89.902,89.02,88.671,89.225
405.7,90.696,90.401,89.424,89.113,89.732
406.06,91.136,90.722,89.797,89.471,90.077
406.43,91.529,91.109,90.16,89.835,90.407
406.79,91.983,91.618,90.504,90.208,90.806
407.16,92.405,92.086,90.934,90.646,91.309
407.52,92.708,92.414,91.25,90.914,91.546
407.89,93.017,92.8,91.605,91.185,91.885
408.25,93.308,93.129,91.839,91.454,92.188
408.62,93.493,93.334,92.063,91.717,92.386
408.98,93.832,93.72,92.436,91.987,92.712
409.35,94.067,93.941,92.676,92.173,92.922
409.71,94.245,94.122,92.868,92.335,93.037
410.07,94.405,94.324,93.055,92.486,93.239
410.44,94.751,94.604,93.296,92.708,93.529
410.8,94.905,94.735,93.446,92.916,93.702
411.17,95.085,94.826,93.53,92.907,93.775
411.53,95.262,94.943,93.709,93.081,93.891
411.89,95.408,95.145,93.925,93.259,94.058
412.26,95.434,95.121,93.855,93.19,93.955
412.62,95.54,95.225,93.927,93.24,94.116
412.99,95.615,95.286,93.999,93.38,94.166
413.35,95.714,95.428,94.032,93.61,94.244
413.71,95.751,95.414,94.087,93.702,94.339
414.08,95.816,95.405,94.212,93.749,94.404
414.44,95.974,95.513,94.432,93.864,94.559
414.81,96.089,95.605,94.52,94.016,94.571
415.17,96.191,95.659,94.58,94.079,94.603
415.53,96.345,95.765,94.688,94.129,94.818
415.9,96.42,95.838,94.716,94.16,94.929
416.26,96.48,95.898,94.77,94.132,94.975
416.62,96.619,96.062,94.861,94.193,95.018
416.99,96.658,96.158,94.82,94.157,95.132
417.35,96.817,96.343,94.91,94.262,95.295
417.71,96.92,96.414,94.964,94.24,95.286
418.08,96.915,96.324,94.962,94.22,95.373
418.44,97.025,96.319,94.839,94.123,95.376
418.8,97.05,96.272,94.863,94.124,95.385
419.17,97.062,96.249,94.986,94.115,95.492
419.53,97.047,96.233,94.959,94.23,95.495
419.89,96.911,96.146,95.008,94.068,95.534
420.26,96.924,96.145,94.981,94.071,95.548
420.62,96.865,96.137,94.978,93.943,95.399
420.98,96.829,96.102,94.94,93.985,95.442
421.35,96.942,96.173,95.039,93.972,95.549
421.71,96.974,96.313,95.188,93.926,95.675
422.07,96.924,96.359,95.184,93.725,95.584
422.43,96.818,96.257,95.092,93.642,95.357
422.8,96.773,96.216,95.03,93.57,95.275
423.16,96.843,96.324,95.049,93.617,95.334
423.52,96.845,96.42,95.09,93.581,95.375
423.89,96.81,96.47,95.038,93.535,95.392
424.25,96.847,96.471,95.028,93.442,95.423
424.61,96.793,96.551,95.069,93.395,95.412
424.97,96.855,96.574,95.098,93.329,95.318
425.34,96.838,96.51,95.102,93.291,95.355
425.7,96.761,96.487,95.165,93.327,95.326
426.06,96.658,96.423,95.092,93.37,95.155
426.42,96.658,96.444,95.122,93.505,95.227
426.79,96.637,96.503,95.194,93.579,95.294
427.15,96.537,96.475,95.172,93.511,95.312
427.51,96.542,96.393,95.117,93.473,95.215
427.87,96.469,96.295,95.101,93.407,95.161
428.23,96.619,96.319,95.288,93.451,95.304
428.6,96.671,96.195,95.253,93.445,95.288
428.96,96.629,96.203,95.277,93.431,95.21
429.32,96.653,96.323,95.323,93.562,95.194
429.68,96.742,96.242,95.355,93.621,95.157
430.04,96.726,96.277,95.386,93.568,95.119
430.41,96.845,96.443,95.541,93.681,95.334
430.77,96.682,96.209,95.361,93.671,95.281
431.13,96.757,96.229,95.422,93.771,95.275
431.49,96.78,96.291,95.276,93.745,95.304
431.85,96.753,96.327,95.237,93.689,95.438
432.21,96.836,96.307,95.276,93.764,95.49
432.58,96.756,96.244,95.211,93.797,95.424
432.94,96.742,96.418,95.276,93.832,95.586
433.3,96.674,96.426,95.214,93.923,95.662
433.66,96.509,96.311,95.181,93.822,95.449
434.02,96.49,96.359,95.221,93.889,95.493
434.38,96.52,96.325,95.197,93.904,95.568
434.75,96.432,96.403,95.348,93.952,95.619
435.11,96.446,96.334,95.373,93.994,95.679
435.47,96.388,96.399,95.356,94.064,95.652
435.83,96.373,96.326,95.228,94.014,95.552
436.19,96.375,96.206,95.382,94.03,95.56
436.55,96.277,96.339,95.427,94.114,95.524
436.91,96.312,96.416,95.521,94.249,95.603
437.27,96.237,96.54,95.553,94.315,95.573
437.64,96.149,96.484,95.527,94.26,95.544
438,96.24,96.649,95.574,94.348,95.678
438.36,96.307,96.799,95.697,94.538,95.731
438.72,96.31,96.835,95.813,94.631,95.767
439.08,96.315,96.713,95.759,94.562,95.689
439.44,96.434,96.792,95.764,94.697,95.8
439.8,96.291,96.748,95.706,94.63,95.786
440.16,96.234,96.563,95.629,94.595,95.708
440.52,96.22,96.562,95.57,94.656,95.636
440.88,96.208,96.686,95.681,94.699,95.697
441.24,96.152,96.671,95.621,94.743,95.622
441.6,96.288,96.701,95.806,94.8,95.611
441.96,96.182,96.676,95.821,94.866,95.611
442.32,96.173,96.693,95.899,94.985,95.628
442.69,96.168,96.763,95.902,95.033,95.752
443.05,96.175,96.805,95.933,95.07,95.813
443.41,96.193,96.693,95.91,95.005,95.849
443.77,96.205,96.701,95.927,95.07,95.734
444.13,96.314,96.851,96.116,95.138,95.867
444.49,96.256,96.751,96.066,95.152,95.858
444.85,96.325,96.902,96.243,95.193,95.959
445.21,96.319,96.941,96.293,95.221,95.999
445.57,96.27,96.955,96.202,95.232,96.02
445.93,96.213,96.983,96.235,95.4,96.169
446.29,96.251,96.936,96.256,95.398,96.236
446.65,96.308,97.007,96.236,95.414,96.225
447.01,96.311,96.91,96.088,95.285,96.139
447.37,96.28,96.919,96.157,95.293,96.133
447.73,96.326,96.927,96.153,95.444,96.161
448.09,96.443,97.011,96.292,95.462,96.217
448.45,96.425,96.964,96.245,95.445,96.243
448.81,96.615,97.189,96.478,95.713,96.604
449.17,96.732,97.297,96.548,95.818,96.675
449.53,96.802,97.29,96.603,95.847,96.811
449.88,96.797,97.305,96.6,95.737,96.848
450.24,96.816,97.497,96.637,95.743,96.913
450.6,96.757,97.48,96.64,95.693,96.964
450.96,96.807,97.445,96.635,95.726,96.907
451.32,96.812,97.273,96.561,95.722,96.876
451.68,96.702,97.232,96.456,95.709,96.836
452.04,96.606,97.14,96.462,95.721,96.651
452.4,96.63,97.174,96.487,95.687,96.589
452.76,96.595,97.135,96.311,95.687,96.589
453.12,96.477,97.06,96.356,95.669,96.574
453.48,96.493,97.05,96.398,95.69,96.534
453.84,96.441,96.872,96.346,95.568,96.454
454.2,96.478,96.934,96.435,95.659,96.587
454.56,96.505,97.065,96.451,95.674,96.648
454.91,96.438,97.144,96.488,95.798,96.627
455.27,96.476,97.118,96.476,95.757,96.555
455.63,96.385,96.999,96.324,95.711,96.412
455.99,96.407,96.932,96.251,95.567,96.347
456.35,96.611,97.074,96.321,95.736,96.432
456.71,96.649,97.056,96.401,95.764,96.408
457.07,96.749,97.072,96.315,95.948,96.543
457.43,96.676,97.117,96.287,95.89,96.457
457.78,96.532,96.958,96.218,95.938,96.321
458.14,96.455,96.889,96.148,95.9,96.281
458.5,96.481,96.902,96.185,96.026,96.311
458.86,96.468,97.038,96.338,96.106,96.502
459.22,96.566,97.061,96.349,96.192,96.448
459.58,96.596,97.016,96.386,96.227,96.456
459.94,96.568,96.951,96.403,96.406,96.551
460.29,96.587,96.797,96.349,96.372,96.384
460.65,96.41,96.795,96.516,96.521,96.533
461.01,96.346,96.713,96.415,96.593,96.512
461.37,96.227,96.707,96.522,96.723,96.652
461.73,96.258,96.72,96.491,96.685,96.708
462.08,96.391,96.9,96.578,96.689,96.871
462.44,96.517,96.954,96.654,96.636,97.004
462.8,96.476,96.934,96.616,96.528,96.837
463.16,96.479,96.844,96.613,96.398,96.844
463.52,96.683,96.86,96.681,96.561,96.928
463.87,96.594,96.759,96.599,96.508,96.898
464.23,96.547,96.78,96.521,96.618,96.983
464.59,96.532,96.847,96.433,96.639,96.951
464.95,96.505,96.892,96.505,96.626,96.927
465.31,96.5,96.911,96.54,96.711,96.903
465.66,96.406,96.803,96.455,96.552,96.905
466.02,96.45,96.946,96.512,96.558,96.941
466.38,96.565,96.958,96.544,96.604,96.88
466.74,96.531,96.672,96.419,96.369,96.594
467.09,96.644,96.793,96.635,96.58,96.582
467.45,96.604,96.837,96.677,96.428,96.489
467.81,96.667,97.064,96.992,96.512,96.662
468.17,96.725,96.997,97.106,96.569,96.591
468.52,96.605,96.919,96.946,96.503,96.559
468.88,96.565,97.041,96.973,96.422,96.645
469.24,96.662,97.026,96.989,96.372,96.541
469.59,96.638,97.078,97.047,96.36,96.457
469.95,96.812,97.234,97.243,96.529,96.71
470.31,96.843,97.344,97.244,96.584,96.728
470.67,96.793,97.377,97.38,96.659,96.706
471.02,96.725,97.331,97.359,96.626,96.665
471.38,96.71,97.422,97.397,96.636,96.615
471.74,96.767,97.343,97.356,96.484,96.562
472.09,96.859,97.546,97.516,96.638,96.725
472.45,96.882,97.689,97.401,96.686,96.658
472.81,96.921,97.625,97.495,96.648,96.778
473.16,96.906,97.666,97.449,96.606,96.645
473.52,96.938,97.643,97.315,96.557,96.622
473.88,97.033,97.63,97.419,96.58,96.685
474.23,97.118,97.517,97.442,96.531,96.697
474.59,97.225,97.429,97.377,96.426,96.655
474.95,97.241,97.334,97.237,96.401,96.622
475.3,97.232,97.425,97.327,96.482,96.739
475.66,97.069,97.236,97.178,96.265,96.671
476.02,97.264,97.295,97.251,96.447,96.794
476.37,97.228,97.308,97.107,96.467,96.848
476.73,97.135,97.191,97.08,96.275,96.808
477.09,97.181,97.146,97.005,96.278,96.841
477.44,97.464,97.255,97.209,96.226,97.017
477.8,97.488,97.3,96.985,96.338,97.09
478.15,97.608,97.35,97.075,96.386,97.103
478.51,97.704,97.367,97.082,96.295,96.942
478.87,97.567,97.327,97.018,96.125,96.648
479.22,97.66,97.382,96.969,96.22,96.709
479.58,97.761,97.464,97.09,96.342,96.808
479.93,97.76,97.459,97.034,96.302,96.897
480.29,97.75,97.366,96.925,96.197,96.807
480.65,97.924,97.582,96.969,96.235,96.854
481,97.93,97.547,96.871,96.19,96.805
481.36,98.076,97.613,96.847,96.174,96.835
481.71,98.195,97.62,96.942,96.239,96.869
482.07,98.366,97.763,97.104,96.318,96.799
482.42,98.296,97.768,96.956,96.273,96.699
482.78,98.257,97.736,97.004,96.258,96.759
483.14,98.144,97.779,97.131,96.278,96.683
483.49,98.048,97.721,96.935,96.205,96.605
483.85,97.861,97.645,96.786,96.094,96.497
484.2,97.831,97.684,96.791,96.138,96.55
484.56,97.816,97.736,96.762,96.226,96.53
484.91,97.906,97.831,96.836,96.249,96.451
485.27,97.88,97.712,96.885,96.214,96.389
485.62,97.801,97.683,96.864,96.286,96.292
485.98,97.758,97.598,96.773,96.251,96.219
486.33,97.736,97.535,96.802,96.277,96.222
486.69,97.82,97.572,96.75,96.293,96.09
487.04,97.87,97.733,96.803,96.357,96.188
487.4,97.861,97.821,96.892,96.353,96.294
487.75,97.776,97.79,96.856,96.292,96.176
488.11,97.825,97.87,96.829,96.249,96.282
488.46,97.774,97.771,96.799,96.217,96.251
488.82,97.845,97.807,96.905,96.262,96.241
489.17,97.976,97.848,96.96,96.366,96.314
489.53,97.919,97.933,96.967,96.558,96.398
489.88,97.854,97.88,96.933,96.572,96.362
490.24,97.729,97.789,96.877,96.47,96.132
490.59,97.747,97.773,96.8,96.472,96.159
490.95,97.766,97.682,96.783,96.394,96.091
491.3,97.746,97.778,96.824,96.425,96.103
491.65,97.783,97.864,96.898,96.478,96.186
492.01,97.868,97.886,96.97,96.583,96.264
492.36,97.662,97.773,96.873,96.477,96.109
492.72,97.573,97.663,96.759,96.332,96.081
493.07,97.633,97.703,96.796,96.305,96.111
493.43,97.715,97.619,96.776,96.255,96.097
493.78,97.783,97.709,96.878,96.276,96.19
494.13,97.933,97.796,96.94,96.394,96.235
494.49,97.873,97.743,96.988,96.253,96.113
494.84,97.861,97.731,96.773,96.168,95.997
495.2,97.907,97.834,96.802,96.158,96.122
495.55,97.874,97.888,96.818,96.105,96.108
495.9,97.952,97.797,96.864,95.904,96.031
496.26,97.984,97.843,96.964,96.044,96.26
496.61,98.095,97.843,96.828,95.928,96.007
496.97,98.177,97.737,96.857,95.911,96.006
497.32,98.239,97.81,96.677,95.997,96.04
497.67,98.138,97.756,96.661,96.092,95.918
498.03,98.169,97.597,96.536,96.028,95.768
498.38,98.244,97.563,96.554,96.083,95.784
498.73,98.334,97.605,96.592,96.162,95.947
499.09,98.403,97.67,96.621,96.202,95.963
499.44,98.325,97.685,96.589,96.252,95.94
499.79,98.414,97.781,96.682,96.299,95.994
500.15,98.527,97.812,96.809,96.34,96.128
500.5,98.494,97.695,96.841,96.322,96.092
500.85,98.555,97.727,96.826,96.34,96.16
501.21,98.58,97.706,96.752,96.243,96.274
501.56,98.696,97.694,96.804,96.228,96.319
501.91,98.658,97.611,96.752,96.122,96.279
502.27,98.577,97.56,96.65,96.038,96.4
502.62,98.648,97.677,96.685,96.135,96.53
502.97,98.684,97.81,96.603,95.981,96.57
503.33,98.804,97.857,96.636,96.148,96.719
503.68,98.794,97.702,96.525,96.103,96.607
504.03,98.713,97.616,96.408,96.017,96.514
504.38,98.731,97.562,96.348,95.882,96.398
504.74,98.796,97.506,96.394,95.947,96.343
505.09,98.641,97.333,96.364,95.829,96.322
505.44,98.593,97.158,96.18,95.672,96.199
505.8,98.382,97.054,95.967,95.59,96.103
506.15,98.325,97.007,95.987,95.565,96.07
506.5,98.218,96.968,95.86,95.454,95.958
506.85,98.31,96.983,95.813,95.47,96.037
507.21,98.337,96.921,95.744,95.441,95.922
507.56,98.331,96.978,95.815,95.46,95.945
507.91,98.269,96.942,95.783,95.381,95.946
508.26,98.224,96.785,95.815,95.309,95.875
508.61,98.18,96.722,95.704,95.296,95.769
508.97,98.201,96.649,95.714,95.238,95.793
509.32,98.274,96.579,95.717,95.166,95.878
509.67,98.23,96.704,95.697,95.13,95.94
510.02,98.211,96.736,95.697,95.226,95.899
510.38,98.099,96.672,95.725,95.179,95.858
510.73,98.027,96.625,95.699,95.05,95.822
511.08,98.021,96.573,95.646,94.934,95.709
511.43,98.099,96.649,95.743,94.98,95.629
511.78,97.988,96.598,95.746,94.809,95.504
512.14,98.038,96.601,95.894,94.767,95.474
512.49,97.983,96.618,95.967,94.761,95.451
512.84,97.906,96.456,95.969,94.681,95.204
513.19,97.761,96.448,95.817,94.674,95.14
513.54,97.615,96.48,95.945,94.581,95.087
513.89,97.671,96.527,95.871,94.567,94.985
514.25,97.691,96.58,95.938,94.531,95.127
514.6,97.966,96.66,96.018,94.652,95.292
514.95,97.998,96.649,96.103,94.632,95.305
515.3,97.839,96.61,96.006,94.637,95.202
515.65,97.788,96.508,96.015,94.662,95.146
516,97.76,96.525,95.989,94.621,95.126
516.35,97.677,96.461,95.975,94.647,95.131
516.71,97.598,96.38,95.897,94.615,95.153
517.06,97.495,96.282,95.918,94.628,95.093
517.41,97.478,96.324,95.874,94.685,95.129
517.76,97.488,96.18,95.788,94.514,95.194
518.11,97.542,96.138,95.899,94.612,95.331
518.46,97.597,96.209,95.869,94.634,95.235
518.81,97.685,96.253,95.838,94.698,95.286
519.16,97.672,96.16,95.779,94.645,95.153
519.51,97.761,96.206,95.892,94.733,95.276
519.86,97.69,96.23,95.884,94.663,95.272
520.22,97.635,96.033,95.875,94.466,95.205
520.57,97.5,95.864,95.787,94.292,95.126
520.92,97.468,96.021,95.868,94.393,95.249
521.27,97.528,96.156,95.942,94.368,95.389
521.62,97.481,96.152,95.953,94.333,95.514
521.97,97.534,96.134,95.933,94.367,95.372
522.32,97.535,96.102,96.029,94.393,95.41
522.67,97.475,95.97,95.99,94.266,95.349
523.02,97.368,95.941,95.888,94.171,95.29
523.37,97.495,96.006,95.996,94.244,95.497
523.72,97.512,95.919,95.93,94.354,95.456
524.07,97.698,96.14,96.036,94.426,95.618
524.42,97.594,96.063,95.992,94.402,95.573
524.77,97.624,96.089,95.936,94.361,95.52
525.12,97.717,95.907,95.804,94.128,95.458
525.47,97.918,96.001,95.868,94.269,95.533
525.82,97.869,96.031,95.815,94.224,95.557
526.17,97.799,96.03,95.933,94.122,95.54
526.52,97.797,96.018,96.048,94.218,95.603
526.87,97.909,95.851,95.953,94.181,95.631
527.22,97.902,95.787,95.971,94.143,95.609
527.57,97.728,95.873,95.996,94.104,95.596
527.92,97.749,95.722,95.894,94.126,95.655
528.27,97.79,95.908,95.951,94.239,95.784
528.62,97.797,95.833,96.042,94.204,95.735
528.97,97.879,95.948,96.09,94.2,95.765
529.32,97.786,95.838,95.936,93.993,95.723
529.67,97.569,95.701,95.909,93.814,95.673
530.02,97.621,95.767,95.883,93.946,95.828
530.37,97.56,95.718,96.01,93.981,95.83
530.72,97.693,95.816,96.191,94.091,95.899
531.07,97.675,95.72,96.103,94.095,95.906
531.42,97.78,95.971,96.159,94.363,95.937
531.77,97.747,95.915,96.062,94.185,95.724
532.12,97.86,95.956,96.372,94.469,95.902
532.47,97.969,96.052,96.514,94.483,95.961
532.81,98.035,95.956,96.621,94.405,95.866
533.16,98.321,96.254,96.732,94.412,96.13
533.51,98.278,96.311,96.766,94.455,96.166
533.86,98.307,96.433,96.742,94.387,96.204
534.21,98.191,96.374,96.811,94.358,96.101
534.56,98.216,96.208,96.648,94.189,95.934
534.91,98.192,96.078,96.558,93.95,95.804
535.26,98.168,96.13,96.598,94.032,95.953
535.61,98.128,96.133,96.448,93.95,95.797
535.96,98.044,96.187,96.455,93.879,95.841
536.3,98.056,96.157,96.34,93.841,95.697
536.65,98.07,96.135,96.407,93.885,95.524
537,98.088,96.184,96.449,94.069,95.566
537.35,98.06,96.15,96.309,94.071,95.522
537.7,98.092,96.146,96.395,94.163,95.404
538.05,97.991,96.182,96.533,94.251,95.448
538.4,97.908,96.024,96.426,94.178,95.318
538.74,97.866,96.037,96.271,94.161,95.222
539.09,97.721,95.94,96.099,93.974,95.099
539.44,97.84,96.179,96.198,94.127,95.363
539.79,97.92,96.408,96.515,94.461,95.578
540.14,97.962,96.507,96.564,94.567,95.767
540.48,98.041,96.592,96.534,94.599,95.834
540.83,98.089,96.786,96.633,94.707,95.968
541.18,98.351,96.859,96.722,94.809,96.085
541.53,98.447,96.764,96.673,94.748,96.144
541.88,98.498,96.716,96.8,94.74,96.225
542.23,98.398,96.73,96.71,94.612,96.099
542.57,98.384,96.731,96.811,94.663,96.234
542.92,98.294,96.648,96.78,94.636,96.349
543.27,98.27,96.628,96.761,94.576,96.278
543.62,98.19,96.555,96.678,94.573,96.453
543.96,98.15,96.676,96.715,94.649,96.4
544.31,98.045,96.601,96.482,94.555,96.316
544.66,97.999,96.564,96.528,94.574,96.196
545.01,98.147,96.443,96.484,94.703,96.106
545.35,97.957,96.359,96.372,94.613,96.062
545.7,97.945,96.282,96.313,94.616,96.108
546.05,97.878,96.31,96.302,94.615,96.068
546.4,97.949,96.254,96.372,94.689,96.152
546.74,97.971,96.384,96.365,94.807,96.179
547.09,97.81,96.218,96.323,94.765,96.133
547.44,97.642,96.126,96.081,94.618,96.097
547.79,97.818,96.223,96.146,94.801,96.173
548.13,97.814,96.421,96.155,94.922,96.259
548.48,97.69,96.257,96.017,94.873,96.127
548.83,97.862,96.313,95.994,95.074,96.273
549.17,97.622,96.064,95.949,94.789,96.35
549.52,97.32,95.772,95.622,94.733,96.155
549.87,97.084,95.736,95.749,94.849,96.128
550.22,97.43,95.783,95.877,94.874,96.241
550.56,97.316,95.615,95.833,94.787,96.124
550.91,97.454,95.576,95.8,94.559,95.862
551.26,97.247,95.468,95.822,94.669,95.82
551.6,97.242,95.358,95.867,94.712,95.91
551.95,97.173,95.363,95.809,94.651,95.806
552.3,97.042,95.346,95.683,94.669,95.84
552.64,97.049,95.292,95.848,94.839,95.788
552.99,96.851,95.287,95.751,94.79,95.748
553.33,96.727,95.383,95.697,94.883,95.651
553.68,96.689,95.426,95.601,94.879,95.677
554.03,96.664,95.235,95.561,94.787,95.733
554.37,96.818,95.447,95.795,94.751,95.891
554.72,96.899,95.468,95.767,94.785,95.951
555.07,96.829,95.365,95.586,94.664,95.679
555.41,96.738,95.466,95.705,94.779,95.727
555.76,96.779,95.618,95.895,95.003,96.087
556.11,96.801,95.525,95.874,94.878,96.041
556.45,96.668,95.361,95.646,94.676,95.797
556.8,96.821,95.426,95.813,94.664,95.826
557.14,97.039,95.485,95.937,94.715,95.828
557.49,97.107,95.521,95.743,94.667,95.88
557.83,97.113,95.404,95.748,94.679,95.852
558.18,97.342,95.208,95.655,94.639,95.787
558.53,97.597,95.268,95.873,94.767,95.697
558.87,97.451,95.173,95.941,94.562,95.685
559.22,97.296,95.077,95.92,94.524,95.518
559.56,97.497,95.041,96.064,94.666,95.483
559.91,97.488,94.98,96.04,94.746,95.44
560.25,97.354,95.022,96.061,94.724,95.339
560.6,97.105,94.944,96.027,94.555,95.344
560.95,97.258,95.12,96.2,94.673,95.471
561.29,97.253,95.211,96.059,94.67,95.297
561.64,97.372,95.28,96.063,94.667,95.202
561.98,97.288,95.456,96.173,94.748,95.306
562.33,97.29,95.496,96.155,94.708,95.3
562.67,97.36,95.428,96.064,94.487,95.341
563.02,97.42,95.592,96.136,94.424,95.213
563.36,97.446,95.489,96.071,94.392,95.114
563.71,97.306,95.361,95.96,94.207,95.121
564.05,97.139,95.209,95.999,94.309,95.062
564.4,97.304,95.633,96.233,94.548,95.384
564.74,97.481,95.779,96.359,94.71,95.443
565.09,97.519,95.77,96.381,94.694,95.44
565.43,97.621,95.703,96.397,94.671,95.518
565.78,97.331,95.419,96.277,94.371,95.308
566.12,97.281,95.514,96.383,94.35,95.265
566.47,97.047,95.427,96.21,94.098,95.273
566.81,97.089,95.595,96.314,94.156,95.426
567.16,97.061,95.743,96.055,93.901,95.456
567.5,96.786,95.731,95.905,93.756,95.31
567.84,96.862,95.874,96.183,93.695,95.376
568.19,96.69,95.612,96.241,93.625,94.983
568.53,96.74,95.766,96.397,93.641,95.135
568.88,96.752,95.701,96.327,93.661,95.036
569.22,96.874,95.758,96.211,93.66,94.976
569.57,96.752,95.966,96.211,93.703,94.998
569.91,96.788,96.104,96.271,93.854,95.05
570.26,96.913,96.026,96.259,93.718,94.913
570.6,96.884,96.065,96.435,93.794,94.93
570.94,97.132,96.18,96.461,93.917,95.07
571.29,97.221,96.147,96.495,94.123,95.313
571.63,97.026,96.104,96.274,94.216,95.386
571.98,96.962,96.003,96.18,93.957,95.274
572.32,96.85,96.09,96.386,94.021,95.487
572.66,96.833,96.044,96.484,93.987,95.612
573.01,96.723,95.768,96.187,93.846,95.39
573.35,96.918,95.852,96.411,94.095,95.475
573.69,96.57,95.537,96.308,93.695,95.407
574.04,96.742,95.716,96.561,94.052,95.649
574.38,96.794,95.591,96.516,94.046,95.57
574.73,96.78,95.543,96.398,93.924,95.532
575.07,96.718,95.419,96.334,93.896,95.321
575.41,96.792,95.511,96.443,93.953,95.297
575.76,96.831,95.371,96.417,93.84,95.062
576.1,96.846,95.531,96.45,93.801,94.993
576.44,96.699,95.571,96.4,93.938,94.747
576.79,96.846,95.739,96.478,94.11,94.72
577.13,96.893,95.606,96.483,94.157,94.763
577.47,96.886,95.708,96.382,94.288,94.772
577.82,96.986,95.797,96.365,94.394,94.849
578.16,97.066,95.895,96.712,94.509,95.033
578.5,97.245,96.199,96.851,94.538,95.035
578.84,97.241,96.033,96.851,94.469,95.151
579.19,97.434,96.129,97.038,94.749,95.228
579.53,97.71,96.26,97.172,94.923,95.44
579.87,97.597,96.257,97.087,94.887,95.46
580.22,97.592,96.391,97.12,94.881,95.507
580.56,97.589,96.581,97.147,94.915,95.428
580.9,97.624,96.695,97.219,95.091,95.593
581.24,97.659,96.766,97.269,95.039,95.649
581.59,97.742,96.727,97.328,95.038,95.797
581.93,97.959,96.949,97.289,95.213,95.915
582.27,97.994,97.025,97.391,95.303,95.949
582.62,98.003,96.888,97.264,95.243,95.889
582.96,98.17,96.868,97.365,95.245,96.064
583.3,98.162,96.851,97.514,95.298,96.128
583.64,98.162,96.847,97.6,95.353,96.179
583.98,98.142,96.839,97.606,95.503,96.087
584.33,98.16,96.867,97.715,95.539,96.106
584.67,98.347,96.949,97.671,95.486,96.142
585.01,98.118,96.949,97.745,95.494,96.029
585.35,98.248,97.075,97.773,95.472,96.179
585.7,98.049,97.1,97.775,95.487,96.16
586.04,98.194,97.141,97.747,95.548,96.211
586.38,98.165,97.075,97.698,95.476,96.079
586.72,98.141,96.937,97.764,95.444,96.09
587.06,98.299,97.043,98.009,95.576,96.083
587.41,98.251,96.984,97.891,95.198,96.095
587.75,98.257,96.963,97.911,95.238,96.071
588.09,98.331,96.988,98.005,95.163,96.083
588.43,98.282,96.848,98.003,95.155,96.108
588.77,98.357,96.975,98.021,95.284,96.282
589.11,98.244,96.958,97.993,95.288,96.329
589.46,98.048,96.93,97.962,95.173,96.142
589.8,98.078,96.904,98.083,95.215,96.283
590.14,98.233,97.041,98.048,95.312,96.301
590.48,98.211,96.873,97.789,95.291,95.991
590.82,98.179,96.827,97.568,95.264,95.924
591.16,98.392,96.724,97.65,95.344,96.073
591.5,98.412,96.845,97.593,95.479,96.024
591.85,98.209,97.025,97.721,95.529,96.226
592.19,98.109,97.125,97.848,95.628,96.286
592.53,98.067,97.329,97.838,95.789,96.324
592.87,97.852,97.51,97.873,95.863,96.345
593.21,97.544,97.531,97.727,95.793,96.355
593.55,97.661,97.6,97.788,95.861,96.394
593.89,97.765,97.648,97.8,95.823,96.585
594.23,97.487,97.729,97.665,95.713,96.621
594.57,97.37,97.77,97.711,95.593,96.714
594.91,97.385,97.972,97.783,95.731,96.917
595.25,97.37,98.229,97.964,95.821,97.012
595.6,97.158,97.946,97.692,95.75,96.784
595.94,97.26,97.887,97.897,95.808,96.994
596.28,97.214,97.958,97.955,95.7,97.174
596.62,97.189,97.747,97.89,95.6,96.995
596.96,97.081,97.568,97.73,95.462,96.858
597.3,97.588,97.991,98.216,96,97.164
597.64,97.595,98.018,98.389,96.154,97.388
597.98,97.573,98.057,98.567,96.328,97.343
598.32,97.598,98.252,98.661,96.638,97.337
