wl,white_fabric,spyedark
599.68,64.982,22.385
600.02,64.958,22.412
600.36,64.907,22.398
600.7,64.994,22.439
601.04,64.983,22.451
601.38,64.998,22.491
601.72,64.974,22.492
602.06,65.014,22.463
602.4,64.977,22.422
602.74,64.999,22.433
603.08,64.997,22.418
603.42,65.047,22.502
603.76,65.048,22.48
604.1,65.091,22.514
604.44,65.064,22.506
604.78,65.09,22.516
605.12,65.116,22.492
605.46,65.097,22.484
605.8,65.054,22.517
606.13,65.046,22.571
606.47,65.087,22.644
606.81,65.146,22.636
607.15,64.997,22.657
607.49,64.961,22.68
607.83,64.967,22.714
608.17,65.036,22.724
608.51,65.064,22.733
608.85,65.006,22.79
609.19,65.012,22.776
609.52,64.963,22.798
609.86,64.926,22.762
610.2,64.886,22.738
610.54,64.881,22.742
610.88,64.856,22.795
611.22,64.941,22.776
611.56,64.911,22.752
611.89,64.918,22.792
612.23,64.897,22.803
612.57,64.844,22.79
612.91,64.879,22.77
613.25,64.816,22.806
613.59,64.731,22.809
613.92,64.719,22.796
614.26,64.693,22.772
614.6,64.687,22.763
614.94,64.623,22.755
615.28,64.662,22.747
615.61,64.6,22.799
615.95,64.596,22.833
616.29,64.659,22.812
616.63,64.649,22.825
616.96,64.657,22.812
617.3,64.673,22.823
617.64,64.654,22.831
617.98,64.636,22.853
618.32,64.623,22.893
618.65,64.605,22.907
618.99,64.597,22.907
619.33,64.575,22.868
619.66,64.591,22.866
620,64.661,22.821
620.34,64.676,22.811
620.68,64.733,22.795
621.01,64.765,22.818
621.35,64.712,22.784
621.69,64.649,22.812
622.02,64.662,22.803
622.36,64.687,22.795
622.7,64.626,22.776
623.04,64.658,22.751
623.37,64.705,22.752
623.71,64.747,22.763
624.05,64.708,22.792
624.38,64.677,22.807
624.72,64.599,22.795
625.06,64.607,22.794
625.39,64.565,22.76
625.73,64.582,22.765
626.07,64.579,22.79
626.4,64.592,22.812
626.74,64.537,22.83
627.07,64.538,22.834
627.41,64.554,22.766
627.75,64.601,22.745
628.08,64.592,22.716
628.42,64.539,22.67
628.75,64.515,22.666
629.09,64.546,22.722
629.43,64.563,22.757
629.76,64.589,22.778
630.1,64.556,22.796
630.43,64.559,22.766
630.77,64.614,22.694
631.11,64.672,22.741
631.44,64.658,22.736
631.78,64.67,22.779
632.11,64.715,22.796
632.45,64.712,22.787
632.78,64.694,22.759
633.12,64.69,22.758
633.45,64.686,22.749
633.79,64.69,22.683
634.12,64.662,22.669
634.46,64.678,22.652
634.79,64.627,22.718
635.13,64.623,22.67
635.47,64.671,22.697
635.8,64.69,22.761
636.14,64.704,22.755
636.47,64.735,22.778
636.8,64.773,22.779
637.14,64.763,22.825
637.47,64.801,22.832
637.81,64.913,22.838
638.14,64.909,22.848
638.48,64.921,22.874
638.81,64.959,22.882
639.15,64.943,22.93
639.48,65.034,22.938
639.82,65.066,22.899
640.15,65.051,22.907
640.49,65.081,22.912
640.82,65.09,22.888
641.15,65.081,22.889
641.49,65.075,22.91
641.82,65.035,22.932
642.16,64.979,22.919
642.49,65.002,22.922
642.82,64.997,22.879
643.16,65.006,22.894
643.49,65.08,22.909
643.83,65.087,22.935
644.16,65.07,22.98
644.49,65.034,22.971
644.83,65.035,22.963
645.16,64.976,22.933
645.49,64.923,22.953
645.83,64.95,22.942
646.16,65.014,22.972
646.49,65.048,22.958
646.83,65.036,23.03
647.16,65.102,23.016
647.49,65.142,23.063
647.83,65.181,23.05
648.16,65.209,23.07
648.49,65.254,23.04
648.83,65.298,23.065
649.16,65.275,23.118
649.49,65.245,23.138
649.83,65.224,23.175
650.16,65.272,23.188
650.49,65.314,23.188
650.83,65.383,23.137
651.16,65.367,23.07
651.49,65.347,23.076
651.82,65.366,23.089
652.16,65.371,23.112
652.49,65.368,23.121
652.82,65.257,23.073
653.15,65.282,23.089
653.49,65.317,23.125
653.82,65.287,23.152
654.15,65.327,23.167
654.48,65.308,23.139
654.82,65.288,23.18
655.15,65.344,23.186
655.48,65.347,23.245
655.81,65.414,23.316
656.14,65.49,23.371
656.48,65.463,23.336
656.81,65.463,23.341
657.14,65.497,23.281
657.47,65.515,23.23
657.8,65.488,23.266
658.13,65.462,23.247
658.47,65.446,23.248
658.8,65.425,23.223
659.13,65.46,23.196
659.46,65.385,23.142
659.79,65.339,23.115
660.12,65.324,23.104
660.46,65.314,23.15
660.79,65.319,23.14
661.12,65.261,23.132
661.45,65.267,23.136
661.78,65.385,23.147
662.11,65.43,23.211
662.44,65.443,23.231
662.77,65.49,23.257
663.11,65.5,23.324
663.44,65.526,23.336
663.77,65.61,23.355
664.1,65.53,23.311
664.43,65.461,23.313
664.76,65.51,23.329
665.09,65.503,23.374
665.42,65.455,23.36
665.75,65.46,23.335
666.08,65.545,23.366
666.41,65.61,23.389
666.74,65.652,23.413
667.07,65.722,23.445
667.4,65.777,23.46
667.73,65.784,23.454
668.06,65.774,23.468
668.39,65.853,23.456
668.72,65.825,23.441
669.05,65.769,23.385
669.38,65.696,23.387
669.71,65.709,23.395
670.04,65.735,23.446
670.37,65.75,23.438
670.7,65.729,23.414
671.03,65.764,23.408
671.36,65.805,23.418
671.69,65.85,23.446
672.02,65.862,23.412
672.35,65.819,23.462
672.68,65.838,23.508
673.01,65.788,23.547
673.34,65.792,23.536
673.67,65.773,23.51
674,65.73,23.52
674.33,65.75,23.55
674.66,65.765,23.554
674.99,65.699,23.557
675.32,65.732,23.487
675.65,65.758,23.43
675.98,65.783,23.486
676.3,65.798,23.426
676.63,65.778,23.467
676.96,65.837,23.494
677.29,65.779,23.435
677.62,65.718,23.404
677.95,65.818,23.486
678.28,65.886,23.561
678.61,65.814,23.592
678.93,65.743,23.606
679.26,65.71,23.585
679.59,65.745,23.575
679.92,65.729,23.602
680.25,65.82,23.675
680.58,65.783,23.628
680.91,65.779,23.654
681.23,65.811,23.7
681.56,65.865,23.7
681.89,65.892,23.656
682.22,65.895,23.649
682.55,65.97,23.639
682.87,66.019,23.676
683.2,65.974,23.674
683.53,65.909,23.616
683.86,65.905,23.641
684.19,65.911,23.673
684.51,65.869,23.603
684.84,65.883,23.56
685.17,65.852,23.604
685.5,65.971,23.649
685.82,66.039,23.681
686.15,65.998,23.712
686.48,66.042,23.701
686.81,66.04,23.694
687.13,66.058,23.712
687.46,66.066,23.714
687.79,65.967,23.717
688.12,65.952,23.711
688.44,65.956,23.738
688.77,65.927,23.734
689.1,65.859,23.699
689.42,65.925,23.77
689.75,65.895,23.751
690.08,65.909,23.799
690.41,65.957,23.843
690.73,66.031,23.889
691.06,66.074,23.879
691.39,66.061,23.867
691.71,66.012,23.894
692.04,66.027,23.983
692.37,65.987,23.999
692.69,65.933,23.986
693.02,65.906,23.95
693.34,65.866,24.013
693.67,65.94,23.913
694,65.981,23.967
694.32,66.06,23.96
694.65,66.105,23.97
694.98,66.08,23.987
695.3,66.082,24.027
695.63,66.04,24.053
695.95,65.977,24.084
696.28,66.027,24.047
696.61,65.928,24.062
696.93,65.866,24.059
697.26,65.893,24.052
697.58,65.884,24.099
697.91,65.848,24.082
698.23,65.808,24.019
698.56,65.892,24.022
698.89,65.867,24
699.21,65.826,23.931
699.54,65.804,23.895
699.86,65.864,23.963
700.19,65.978,23.964
700.51,66.046,24.01
700.84,65.903,24.023
701.16,65.95,24.047
701.49,65.872,23.99
701.81,65.851,24.033
702.14,65.849,24.082
702.46,65.858,24.061
702.79,65.867,24.014
703.11,65.813,24.049
703.44,65.875,24.036
703.76,65.732,24.049
704.09,65.617,23.99
704.41,65.561,23.979
704.74,65.623,23.935
705.06,65.629,23.888
705.39,65.629,23.912
705.71,65.744,23.987
706.04,65.782,24.067
706.36,65.809,24.045
706.68,65.71,24.048
707.01,65.766,24.086
707.33,65.781,24.099
707.66,65.729,24.075
707.98,65.764,24.079
708.31,65.832,24.037
708.63,65.756,24.016
708.95,65.839,24.006
709.28,65.903,24.09
709.6,65.893,24.012
709.93,65.886,23.975
710.25,65.872,24.041
710.57,65.801,24.017
710.9,65.817,24.028
711.22,65.799,23.996
711.54,65.752,24.028
711.87,65.767,23.973
712.19,65.728,23.989
712.51,65.75,23.999
712.84,65.789,24.012
713.16,65.797,23.949
713.48,65.805,23.974
713.81,65.91,24.015
714.13,65.879,24.056
714.45,65.892,24.002
714.78,65.842,23.997
715.1,65.853,23.949
715.42,65.861,23.902
715.75,65.837,23.844
716.07,65.914,23.901
716.39,65.966,23.859
716.71,66.103,23.848
717.04,66.165,23.758
717.36,66.468,23.766
717.68,66.568,23.835
718,66.579,23.937
718.33,66.526,23.949
718.65,66.587,23.992
718.97,66.641,23.967
719.29,66.655,24.014
719.62,66.606,24.034
719.94,66.623,24.088
720.26,66.639,24.145
720.58,66.663,24.143
720.91,66.708,24.117
721.23,66.665,24.144
721.55,66.626,24.132
721.87,66.734,24.153
722.19,66.78,24.173
722.52,66.856,24.157
722.84,66.955,24.258
723.16,66.921,24.245
723.48,66.9,24.259
723.8,66.86,24.315
724.12,66.824,24.345
724.45,66.785,24.36
724.77,66.867,24.337
725.09,66.902,24.402
725.41,66.929,24.414
725.73,66.91,24.436
726.05,66.918,24.503
726.37,66.914,24.395
726.69,66.922,24.389
727.02,66.944,24.383
727.34,66.889,24.419
727.66,66.901,24.387
727.98,66.879,24.403
728.3,66.924,24.404
728.62,66.934,24.431
728.94,66.959,24.436
729.26,66.837,24.485
729.58,66.827,24.488
729.9,66.776,24.48
730.22,66.682,24.43
730.55,66.757,24.543
730.87,66.692,24.595
731.19,66.79,24.587
731.51,66.807,24.514
731.83,66.871,24.452
732.15,66.867,24.509
732.47,66.946,24.466
732.79,66.914,24.443
733.11,66.872,24.389
733.43,66.873,24.369
733.75,66.759,24.331
734.07,66.754,24.314
734.39,66.764,24.342
734.71,66.794,24.298
735.03,66.887,24.263
735.35,66.95,24.411
735.67,66.944,24.504
735.99,66.893,24.511
736.31,66.841,24.483
736.63,66.729,24.517
736.95,66.753,24.524
737.27,66.741,24.612
737.58,66.623,24.639
737.9,66.706,24.747
738.22,66.329,24.757
738.54,66.36,24.779
738.86,66.418,24.754
739.18,66.475,24.732
739.5,66.458,24.726
739.82,66.51,24.782
740.14,66.5,24.762
740.46,66.495,24.857
740.78,66.641,24.812
741.1,66.61,24.737
741.41,66.619,24.764
741.73,66.659,24.736
742.05,66.608,24.749
742.37,66.607,24.763
742.69,66.6,24.782
743.01,66.625,24.752
743.33,66.657,24.846
743.64,66.567,24.819
743.96,66.665,24.873
744.28,66.685,24.774
744.6,66.673,24.712
744.92,66.825,24.604
745.24,66.809,24.627
745.55,66.767,24.6
745.87,66.788,24.613
746.19,66.836,24.653
746.51,66.858,24.639
746.83,66.898,24.63
747.14,66.873,24.695
747.46,66.876,24.651
747.78,66.773,24.635
748.1,66.775,24.632
748.42,66.883,24.667
748.73,66.836,24.563
749.05,66.825,24.472
749.37,66.868,24.492
749.69,66.884,24.463
750,66.951,24.386
750.32,66.949,24.395
750.64,66.996,24.469
750.96,67.069,24.362
751.27,67.04,24.284
751.59,67.125,24.277
751.91,67.004,24.189
752.22,66.92,24.214
752.54,66.846,24.266
752.86,66.836,24.225
753.17,66.858,24.208
753.49,66.865,24.24
753.81,66.892,24.359
754.12,66.836,24.41
754.44,66.834,24.476
754.76,66.782,24.581
755.07,66.785,24.47
755.39,66.755,24.492
755.71,66.783,24.503
756.02,66.772,24.441
756.34,66.74,24.431
756.66,66.71,24.377
756.97,66.73,24.482
757.29,66.839,24.509
757.61,66.786,24.445
757.92,66.703,24.355
758.24,66.7,24.355
758.55,66.595,24.325
758.87,66.621,24.345
759.19,66.569,24.342
759.5,66.459,24.331
759.82,66.455,24.394
760.13,66.443,24.375
760.45,66.449,24.443
760.76,66.421,24.452
761.08,66.433,24.44
761.4,66.428,24.508
761.71,66.476,24.516
762.03,66.486,24.443
762.34,66.394,24.469
762.66,66.454,24.434
762.97,66.495,24.421
763.29,66.51,24.427
763.6,66.393,24.393
763.92,66.284,24.398
764.23,66.302,24.353
764.55,66.18,24.335
764.86,66.209,24.399
765.18,66.213,24.46
765.49,66.112,24.552
765.81,66.128,24.541
766.12,66.126,24.661
766.44,66.068,24.689
766.75,66.002,24.722
767.07,65.902,24.768
767.38,65.848,24.79
767.7,65.886,24.809
768.01,65.84,24.878
768.32,65.893,24.83
768.64,65.879,24.847
768.95,65.845,24.887
769.27,65.825,24.971
769.58,65.732,25.015
769.9,65.632,24.957
770.21,65.618,24.952
770.52,65.631,25.046
770.84,65.707,25.085
771.15,65.65,25.109
771.47,65.477,25.206
771.78,65.587,25.321
772.09,65.629,25.33
772.41,65.653,25.419
772.72,65.696,25.413
773.03,65.668,25.443
773.35,65.597,25.471
773.66,65.548,25.528
773.97,65.556,25.482
774.29,65.5,25.418
774.6,65.584,25.37
774.91,65.636,25.291
775.23,65.744,25.2
775.54,65.604,25.364
775.85,65.508,25.306
776.17,65.333,25.301
776.48,65.146,25.269
776.79,65.23,25.424
777.11,65.255,25.472
777.42,65.076,25.383
777.73,65.054,25.466
778.04,65.198,25.523
778.36,65.204,25.657
778.67,65.222,25.598
778.98,65.334,25.593
779.3,65.322,25.579
779.61,65.383,25.566
779.92,65.393,25.69
780.23,65.349,25.602
780.54,65.295,25.608
780.86,65.299,25.411
781.17,65.349,25.463
781.48,65.42,25.38
781.79,65.294,25.292
782.11,65.327,25.282
782.42,65.354,25.285
782.73,65.424,25.253
783.04,65.342,25.283
783.35,65.365,25.2
783.67,65.549,25.118
783.98,65.634,25.144
784.29,65.636,25.069
784.6,65.709,25.095
784.91,65.806,25.02
785.22,65.674,25.011
785.54,65.783,25.12
785.85,65.941,24.951
786.16,65.88,25.009
786.47,65.948,24.946
786.78,66.04,24.908
787.09,65.977,24.776
787.4,66.059,24.807
787.71,66.061,24.852
788.03,66.029,24.849
788.34,65.814,24.725
788.65,65.903,24.746
788.96,65.988,24.827
789.27,65.679,24.851
789.58,65.656,24.829
789.89,65.792,24.858
790.2,65.976,24.779
790.51,65.979,24.925
790.82,65.947,24.841
791.13,65.882,24.827
791.44,65.982,24.714
791.75,66.239,24.706
792.06,66.014,24.577
792.37,65.954,24.568
792.68,66.129,24.447
793,66.132,24.514
793.31,66.037,24.606
793.62,66.175,24.546
793.93,66.079,24.536
794.24,66.075,24.701
794.55,66.213,24.778
794.86,66.089,24.917
795.17,66.181,24.965
795.47,66.162,25.043
795.78,66.381,24.977
796.09,66.511,24.985
796.4,66.482,24.927
796.71,66.698,25.034
797.02,66.477,24.828
797.33,66.373,24.869
797.64,66.675,24.933
797.95,66.58,24.918
798.26,66.385,24.806
798.57,66.674,24.486
798.88,66.768,24.409
799.19,66.742,24.355
799.5,66.899,24.204
799.81,66.974,24.17
800.12,67.26,23.955
800.42,66.924,23.809
800.73,66.844,23.772
801.04,66.707,23.792
801.35,66.756,23.834
801.66,66.636,23.829
801.97,66.56,23.79
802.28,80.389,21.5
802.59,80.662,21.64
802.89,80.931,21.636
803.2,80.947,21.627
803.51,80.77,21.622
803.82,80.65,21.64
804.13,80.89,21.708
804.44,80.758,21.754
804.74,80.519,21.776
805.05,80.629,21.762
805.36,80.789,21.708
805.67,80.604,21.543
805.98,80.468,21.667
806.28,80.449,21.68
806.59,80.578,21.689
806.9,80.596,21.689
807.21,80.626,21.727
807.52,80.737,21.628
807.82,80.865,21.459
808.13,80.738,21.597
808.44,81.242,21.59
808.75,80.969,21.667
809.05,80.984,21.577
809.36,81.225,21.478
809.67,81.194,21.407
809.97,81.409,21.556
810.28,81.195,21.651
810.59,80.884,21.705
810.9,80.641,21.72
811.2,80.413,21.691
811.51,80.017,21.718
811.82,79.292,21.755
812.12,78.679,21.841
812.43,77.759,22.065
812.74,76.834,22.214
813.04,76.177,22.488
813.35,75.489,22.609
813.66,74.903,22.773
813.96,74.414,22.897
814.27,73.993,23.056
814.58,73.537,23.113
814.88,73.261,23.217
815.19,73.016,23.309
815.5,72.755,23.388
815.8,72.475,23.534
816.11,72.288,23.65
816.41,72.203,23.697
816.72,71.986,23.776
817.03,71.907,23.783
817.33,71.897,23.902
817.64,71.738,23.951
817.94,71.69,23.983
818.25,71.624,24.036
818.56,71.437,24.115
818.86,71.325,24.2
819.17,71.13,24.188
819.47,70.986,24.231
819.78,70.921,24.309
820.08,70.824,24.369
820.39,70.902,24.453
820.7,70.915,24.496
821,70.892,24.515
821.31,70.859,24.483
821.61,70.862,24.465
821.92,70.898,24.531
822.22,66.989,25.26
822.53,66.908,25.263
822.83,66.833,25.292
823.14,66.858,25.287
823.44,66.926,25.349
823.75,67.003,25.358
824.05,66.968,25.346
824.36,67.035,25.328
824.66,67.081,25.315
824.96,67.075,25.299
825.27,67.078,25.378
825.57,67.07,25.356
825.88,67.076,25.336
826.18,67.155,25.351
826.49,67.13,25.376
826.79,67.094,25.345
827.1,67.18,25.367
827.4,67.216,25.39
827.7,67.217,25.397
828.01,67.266,25.352
828.31,67.213,25.366
828.62,67.239,25.366
828.92,67.204,25.36
829.22,67.21,25.39
829.53,67.198,25.402
829.83,67.184,25.413
830.14,67.194,25.437
830.44,67.151,25.412
830.74,67.173,25.433
831.05,67.139,25.466
831.35,67.094,25.487
831.65,67.101,25.53
831.96,67.093,25.535
832.26,67.113,25.545
832.56,67.146,25.635
832.87,67.153,25.611
833.17,67.151,25.623
833.47,67.164,25.715
833.78,67.123,25.768
834.08,67.104,25.801
834.38,67.131,25.821
834.68,67.07,25.78
834.99,67.051,25.731
835.29,67,25.718
835.59,67.066,25.723
835.89,67.039,25.705
836.2,66.973,25.796
836.5,66.937,25.694
836.8,67.019,25.772
837.11,66.917,25.718
837.41,66.918,25.779
837.71,66.833,25.743
838.01,66.771,25.74
838.31,66.805,25.779
838.62,66.776,25.691
838.92,66.962,25.887
839.22,66.977,26.093
839.52,66.862,25.941
839.82,66.786,25.965
840.13,66.782,25.998
840.43,66.755,25.946
840.73,66.783,25.96
841.03,66.796,25.935
841.33,66.827,26.008
841.64,66.634,25.958
841.94,66.616,26.015
842.24,66.685,25.934
842.54,66.554,25.858
842.84,66.556,25.939
843.14,66.647,26.013
843.44,66.614,26.04
843.74,66.535,25.983
844.05,66.5,26.035
844.35,66.387,26.044
844.65,66.329,26.155
844.95,66.392,25.944
845.25,66.44,25.989
845.55,66.325,26.071
845.85,66.19,26.019
846.15,66.193,25.914
846.45,66.284,26.127
846.75,66.155,26.138
847.05,65.782,26.043
847.36,65.636,26.286
847.66,65.443,26.401
847.96,65.616,26.776
848.26,65.379,27.053
848.56,65.268,26.989
848.86,65.327,26.876
849.16,65.331,26.934
849.46,64.789,26.821
849.76,64.629,26.933
850.06,64.996,27.169
850.36,64.579,27.173
850.66,64.707,27.509
850.96,64.864,27.727
851.26,65.509,28.07
851.56,65.822,27.996
851.86,66.05,27.804
852.16,66.092,27.709
852.46,65.866,27.698
852.76,65.941,27.846
853.06,65.636,27.655
853.36,65.146,27.581
853.65,65.02,27.368
853.95,64.928,27.392
854.25,65.004,27.798
854.55,64.772,27.934
854.85,65.044,28.186
855.15,65.172,27.963
855.45,65.031,27.809
855.75,65.17,27.484
856.05,65.379,27.694
856.35,65.072,27.854
856.65,65.388,27.774
856.94,65.759,27.482
857.24,65.5,27.043
857.54,65.219,27.538
857.84,65.386,27.855
858.14,65.593,28.367
858.44,65.898,28.411
858.74,65.845,28.004
859.03,66.278,27.925
859.33,66.778,27.867
859.63,66.702,27.577
859.93,67.104,27.527
860.23,66.91,27.853
860.53,66.815,27.995
860.82,66.464,27.693
861.12,66.722,27.052
861.42,67.107,27.06
861.72,66.97,27.085
862.02,67.617,27.199
862.31,67.3,26.322
862.61,66.332,25.528
862.91,65.807,25.178
863.21,66.079,25.397
863.5,65.69,25.283
863.8,66.015,25.165
864.1,66.682,25.017
864.4,66.365,25.144
864.69,66.811,24.991
864.99,66.738,25.35
865.29,66.27,24.861
865.59,66.778,25.4
865.88,67.239,25.162
866.18,67.094,24.801
866.48,66.902,24.97
866.77,66.908,24.47
867.07,67.431,24.736
867.37,67.11,24.006
867.66,67.171,23.731
867.96,67.578,24.052
868.26,66.933,23.862
868.56,66.811,23.842
868.85,67.252,23.785
869.15,67.276,23.92
869.44,67.328,23.587
869.74,67.702,23.611
870.04,67.531,23.154
870.33,67.593,23.216
870.63,67.017,22.636
870.93,66.648,23.125
871.22,66.674,23.324
871.52,66.565,22.984
871.81,66.668,23.195
872.11,66.709,23.297
872.41,66.772,23.278
872.7,71.148,27.243
873,51.46,24.648
873.29,81.098,15.745
873.59,120.231,14.286
873.89,58.246,25
874.18,86.561,2.95
874.48,56.04,41.877
874.77,55.636,11.029
875.07,95.758,51.895
875.36,86.301,23.077
875.66,67.986,13.353
875.95,47.658,24.501
876.25,51.362,9.677
876.54,87.574,39.669
876.84,62.398,15.607
877.13,62.678,35.036
877.43,70.67,38.418
877.72,39.548,14.985
878.02,55.775,18.75
878.31,68.881,26.994
878.61,61.435,36.077
878.9,72.805,21.17
879.2,70.332,19.549
879.49,61.501,21.011
879.79,72.146,30.404
880.08,58.685,17.411
880.38,65.836,33.577
880.67,69.904,24.635
880.96,68.739,13.846
881.26,69.474,26.534
881.55,69.474,26.534
881.85,69.474,26.534
