wl,ir
750.527,0.06
750.845,0.07
751.162,0.06
751.479,0.07
751.796,0.07
752.112,0.07
752.429,0.06
752.746,0.06
753.063,0.07
753.379,0.07
753.696,0.07
754.013,0.07
754.329,0.08
754.646,0.08
754.962,0.09
755.278,0.09
755.595,0.08
755.911,0.08
756.227,0.08
756.543,0.08
756.859,0.08
757.175,0.07
757.491,0.08
757.807,0.08
758.123,0.08
758.439,0.08
758.755,0.09
759.07,0.09
759.386,0.09
759.702,0.09
760.017,0.09
760.333,0.09
760.648,0.1
760.963,0.11
761.279,0.1
761.594,0.1
761.909,0.11
762.224,0.11
762.539,0.11
762.855,0.11
763.17,0.11
763.484,0.11
763.799,0.11
764.114,0.11
764.429,0.11
764.744,0.12
765.058,0.12
765.373,0.12
765.688,0.13
766.002,0.13
766.316,0.13
766.631,0.15
766.945,0.16
767.26,0.16
767.574,0.17
767.888,0.18
768.202,0.19
768.516,0.19
768.83,0.2
769.144,0.21
769.458,0.22
769.772,0.23
770.086,0.23
770.399,0.24
770.713,0.25
771.027,0.26
771.34,0.27
771.654,0.27
771.967,0.27
772.281,0.27
772.594,0.28
772.907,0.29
773.221,0.3
773.534,0.31
773.847,0.32
774.16,0.33
774.473,0.33
774.786,0.34
775.099,0.34
775.412,0.35
775.725,0.36
776.037,0.37
776.35,0.37
776.663,0.37
776.975,0.39
777.288,0.41
777.6,0.43
777.913,0.46
778.225,0.47
778.537,0.48
778.85,0.5
779.162,0.52
779.474,0.53
779.786,0.56
780.098,0.57
780.41,0.6
780.722,0.62
781.034,0.64
781.346,0.66
781.658,0.69
781.969,0.71
782.281,0.74
782.593,0.75
782.904,0.76
783.216,0.78
783.527,0.8
783.838,0.82
784.15,0.84
784.461,0.86
784.772,0.88
785.083,0.9
785.394,0.93
785.705,0.95
786.016,0.98
786.327,0.99
786.638,1.02
786.949,1.06
787.26,1.07
787.571,1.11
787.881,1.15
788.192,1.18
788.502,1.21
788.813,1.24
789.123,1.27
789.434,1.29
789.744,1.32
790.054,1.36
790.364,1.38
790.675,1.41
790.985,1.44
791.295,1.48
791.605,1.52
791.915,1.57
792.225,1.6
792.534,1.63
792.844,1.68
793.154,1.71
793.464,1.76
793.773,1.8
794.083,1.83
794.392,1.87
794.702,1.92
795.011,1.97
795.32,2.02
795.63,2.07
795.939,2.11
796.248,2.15
796.557,2.19
796.866,2.25
797.175,2.3
797.484,2.35
797.793,2.42
798.102,2.47
798.41,2.51
798.719,2.58
799.028,2.64
799.336,2.71
799.645,2.78
799.953,2.83
800.262,2.89
800.57,2.95
800.878,3
801.187,3.08
801.495,3.16
801.803,3.24
802.111,3.3
802.419,3.36
802.727,3.41
803.035,3.49
803.343,3.58
803.651,3.67
803.959,3.77
804.266,3.86
804.574,3.97
804.881,4.07
805.189,4.18
805.496,4.27
805.804,4.38
806.111,4.48
806.419,4.59
806.726,4.71
807.033,4.8
807.34,4.89
807.647,4.99
807.954,5.09
808.261,5.21
808.568,5.33
808.875,5.46
809.182,5.61
809.488,5.96
809.795,6.09
810.102,6.22
810.408,6.35
810.715,6.48
811.021,6.66
811.328,6.79
811.634,6.93
811.94,7.07
812.247,7.2
812.553,7.41
812.859,7.59
813.165,7.71
813.471,7.87
813.777,8.02
814.083,8.15
814.389,8.29
814.694,8.22
815,8.41
815.306,8.58
815.611,8.76
815.917,8.95
816.222,9.17
816.528,9.31
816.833,9.51
817.138,9.72
817.444,9.87
817.749,10.06
818.054,10.22
818.359,10.37
818.664,10.57
818.969,10.72
819.274,10.92
819.579,11.15
819.884,11.32
820.189,11.48
820.493,11.69
820.798,11.89
821.102,12.03
821.407,12.23
821.711,12.47
822.016,12.73
822.32,12.94
822.625,13.19
822.929,13.43
823.233,13.69
823.537,13.96
823.841,14.21
824.145,14.42
824.449,14.61
824.753,14.83
825.057,15.06
825.361,15.42
825.664,15.71
825.968,16.01
826.272,16.29
826.575,16.56
826.879,16.86
827.182,17.08
827.485,17.3
827.789,17.53
828.092,17.86
828.395,18.19
828.698,18.46
829.002,18.67
829.305,19.03
829.608,19.28
829.91,19.55
830.213,19.86
830.516,20.14
830.819,20.49
831.122,20.78
831.424,21.08
831.727,21.41
832.029,21.79
832.332,21.9
832.634,22.28
832.937,22.52
833.239,22.92
833.541,23.28
833.843,23.67
834.145,24.03
834.447,24.44
834.749,24.76
835.051,25.18
835.353,25.42
835.655,25.76
835.957,26.1
836.259,26.41
836.56,26.69
836.862,26.94
837.163,27.27
837.465,27.62
837.766,27.9
838.068,28.25
838.369,28.78
838.67,29.19
838.971,29.53
839.272,29.79
839.574,30.28
839.875,30.7
840.176,31.05
840.476,31.3
840.777,31.7
841.078,32.24
841.379,32.76
841.679,32.96
841.98,33.13
842.281,33.29
842.581,33.64
842.882,33.92
843.182,34.09
843.482,34.25
843.783,34.74
844.083,35.08
844.383,35.51
844.683,35.84
844.983,36.27
845.283,36.29
845.583,36.64
845.883,36.92
846.183,37.33
846.482,37.49
846.782,37.63
847.082,38.05
847.381,38.52
847.681,38.75
847.98,39.01
848.279,39.4
848.579,39.75
848.878,39.89
849.177,39.93
849.476,39.89
849.776,40.05
850.075,40.18
850.374,40.15
850.673,40.27
850.971,40.25
851.27,40.52
851.569,40.82
851.868,40.78
852.166,40.89
852.465,40.82
852.763,41.04
853.062,41.1
853.36,41.01
853.659,41.14
853.957,41.01
854.255,40.85
854.553,40.82
854.851,40.37
855.149,40.41
855.447,40.14
855.745,39.87
856.043,40.1
856.341,39.94
856.639,39.63
856.936,39.56
857.234,39.26
857.532,39.16
857.829,39.38
858.127,39.08
858.424,38.47
858.721,38.29
859.019,37.99
859.316,37.64
859.613,37.03
859.91,36.42
860.207,35.88
860.504,35.9
860.801,35.39
861.098,35.21
861.395,34.85
861.692,34.47
861.988,34.08
862.285,33.59
862.581,33.25
862.878,32.97
863.174,32.4
863.471,31.94
863.767,31.61
864.063,31.23
864.36,30.8
864.656,30.29
864.952,29.82
865.248,29.21
865.544,28.6
865.84,28.05
866.136,27.56
866.432,27.2
866.727,26.93
867.023,26.53
867.319,26.22
867.614,25.8
867.91,25.3
868.205,24.77
868.501,24.33
868.796,23.8
869.091,23.28
869.386,22.89
869.682,22.23
869.977,21.75
870.272,21.36
870.567,20.96
870.862,20.56
871.156,20.09
871.451,19.69
871.746,19.3
872.041,19.01
872.335,18.78
872.63,18.44
872.924,18.18
873.219,17.84
873.513,17.57
873.808,17.33
874.102,17.01
874.396,16.58
874.69,16.22
874.984,15.7
875.278,15.36
875.572,15.17
875.866,14.8
876.16,14.47
876.454,14.1
876.748,13.91
877.041,13.64
877.335,13.32
877.628,12.97
877.922,12.66
878.215,12.35
878.509,12.05
878.802,11.8
879.095,11.56
879.388,11.47
879.682,11.34
879.975,11.34
880.268,11.27
880.561,11.2
880.853,11.02
881.146,10.91
881.439,10.68
